WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_PLAC1,TIPO_PLAC2,TIPO_PLAC3,TIPO_ACIDE,Mapinfo_1,Mapinfo_2
"POINT (-46.7752942872217 -23.6671156295829)",D071501236,99924,,80,,2015/07/19 00:00:00,0420,2,D,,47,7102,,,11000000000000000,0100,SO3,19,0614,99924,,AU,MO,,CH,80 99924,
"POINT (-46.7824897823876 -23.6618185284129)",D071501237,06493,,307,,2015/07/24 00:00:00,2137,4,D,,47,7110,,,00000000000000010,0100,OE3,19,0614,06493,,SI,,,AT,307 06493,
"POINT (-46.7721296258007 -23.6668546948568)",D071501238,17772,,1,,2015/07/24 00:00:00,2303,2,D,,47,7113,,,11000000000000000,0100,SO3,19,0615,17772,,AU,MO,,CO,1 17772,
"POINT (-46.7853817830584 -23.6460272156712)",D071501239,29896,,1000,,2015/07/26 00:00:00,1740,2,D,,47,7199,,,11000000000000000,0100,OE3,17,0615,29896,,AU,MO,,CO,1000 29896,
"POINT (-46.7761366812635 -23.6679482664063)",D071501240,99924,,200,,2015/07/27 00:00:00,1500,2,D,,47,7218,,,11000000000000000,0100,SO3,19,0615,99924,,AU,MO,,CO,200 99924,
"POINT (-46.7720270965926 -23.6668049399478)",D071501241,06334,,791,,2015/07/31 00:00:00,1440,2,D,,47,7372,,,01000000000100000,0100,SO3,19,0615,06334,,CM,MO,,CT,791 06334,
"POINT (-46.7858620252712 -23.6935984895778)",D071501242,66178,,350,,2015/07/31 00:00:00,1640,4,D,,47,7392,,,00000000000000010,0100,SO3,42,0615,66178,,SI,,,AT,350 66178,
"POINT (-46.7918227874714 -23.6496748492547)",D071501243,78147,,1,,2015/07/15 00:00:00,0240,2,D,,47,7450,,,01000000000000000,0100,OE3,17,0615,78147,,MO,,,QM,1 78147,
"POINT (-46.7805351697073 -23.6802191646997)",D071501244,74160,,350,,2015/07/17 00:00:00,1730,2,D,,47,7611,,,01000000000000000,0100,SO3,19,0615,74160,,MO,,,QM,350 74160,
"POINT (-46.7918194805248 -23.6608130045945)",D071501245,67608,06493,,,2015/07/23 00:00:00,2030,2,D,,47,7628,,,01000001000000000,0100,OE3,19,0615,06493,67608,OU,MO,,CO,06493&&67608,
"POINT (-46.6960080480045 -23.7217330906359)",D071501246,16151,,360,,2015/07/12 00:00:00,1800,4,D,,48,2416,,,01000000000000000,0100,SU3,23,0616,16151,,MO,,,AT,360 16151,
"POINT (-46.6997915829333 -23.7102903706967)",D071501247,10983,,132,,2015/07/17 00:00:00,1440,4,D,,48,2484,,,01000000000000000,0100,SU3,23,0616,10983,,MO,,,AT,132 10983,
"POINT (-46.6983788741566 -23.7136445226117)",D071501248,15507,,1375,,2015/07/23 00:00:00,0958,4,D,,48,2554,,,01000000000000000,0200,SU3,23,0616,15507,,MO,,,AT,1375 15507,
"POINT (-46.7061550748634 -23.7143482536623)",D071501249,15405,,1,,2015/07/19 00:00:00,1105,2,D,,48,2597,,,11000000000000000,0100,SU3,23,0616,15405,,MO,AU,,CO,1 15405,
"POINT (-46.6997527236057 -23.7093955704615)",D071501250,15507,,852,,2015/07/27 00:00:00,1400,2,D,,48,2603,,,11000000000000000,0100,SU3,23,0616,15507,,MO,AU,,CL,852 15507,
"POINT (-46.7015319649668 -23.7058776382854)",D071501252,09913,,100,,2015/07/27 00:00:00,1800,2,D,,48,2617,,,00001000000000010,0100,SU3,23,0616,09913,,BI,SI,,CO,100 09913,
"POINT (-46.6986246967658 -23.7122705383473)",D071501253,15507,,1217,,2015/07/30 00:00:00,0830,2,D,,48,2651,,,11000000000000000,0100,SU3,23,0616,15507,,MO,AU,,CO,1217 15507,
"POINT (-46.6927593803058 -23.7119329078416)",D071501254,60019,,551,,2015/07/07 00:00:00,0135,2,D,,48,6199,,,10000000000000000,0100,SU3,23,0616,60019,,AU,,,CP,551 60019,
"POINT (-46.698799625242 -23.7145847941176)",D071501256,15507,,1486,,2015/07/26 00:00:00,0041,2,D,,48,6826,,,11000000000000000,0100,SU3,23,0616,15507,,MO,AU,,CL,1486 15507,
"POINT (-46.6929110840907 -23.7115824208376)",D071501257,60019,,477,,2015/07/28 00:00:00,2053,2,D,,48,6916,,,01000000000000000,0100,SU3,23,0617,60019,,MO,,,SI,477 60019,
"POINT (-46.6762668944577 -23.6661863270016)",D071501258,20048,,125,,2015/07/02 00:00:00,0700,2,D,,80,1948,,,11000000000000000,0100,SU2,22,0618,20048,,AU,MO,,CO,125 20048,
"POINT (-46.6688817608162 -23.6708008681923)",D071501259,20048,,1115,,2015/07/02 00:00:00,0920,2,D,,80,1953,,,10010000000000000,0100,SU2,22,0618,20048,,AU,CA,,CT,1115 20048,
"POINT (-46.6532354585005 -23.6822770550821)",D071501260,03592,,140,,2015/07/07 00:00:00,1012,4,D,,80,1986,,,00000000000100000,0100,SU2,22,0618,03592,,CM,,,AT,140 03592,
"POINT (-46.663443788494 -23.6783981234168)",D071501261,06896,,311,,2015/07/08 00:00:00,0720,2,D,,80,2005,,,11000000000000000,0100,SU2,22,0618,06896,,AU,MO,,CO,311 06896,
"POINT (-46.6745198577943 -23.6803567499602)",D071501262,04154,,295,,2015/07/07 00:00:00,1750,2,D,,80,2006,,,11000000000000000,0100,SU2,16,0618,04154,,AU,MO,,CO,295 04154,
"POINT (-46.6702210524893 -23.6831276324251)",D071501263,34824,,1471,,2015/07/11 00:00:00,1220,2,D,,80,2047,,,01000000000000010,0100,SU2,16,0618,34824,,SI,MO,,CO,1471 34824,
"POINT (-46.4277495733876 -23.4987312190171)",D071501264,98750,,,PXDOMINGOS GALE,2015/07/15 00:00:00,0800,2,D,,80,2128,,,01000000000000000,0100,LE3,86,0618,98750,,MO,,,QM,100 98750,
"POINT (-46.6675167145083 -23.6806177973395)",D071501265,75468,,1100,,2015/07/06 00:00:00,2120,2,D,,80,2390,,,01000000100000000,0100,SU2,22,0618,75468,,MC,MO,,CO,1100 75468,
"POINT (-46.664506867752 -23.686254600814)",D071501266,16026,,2215,,2015/07/09 00:00:00,0152,4,D,,80,5452,,,01000000000000000,0100,SU2,22,0618,20048,,MO,,,AT,2215 16026,
"POINT (-46.6748855787421 -23.6847084331975)",D071501267,00911,,130,,2015/07/14 00:00:00,2129,2,D,,80,5606,,,11000000000000000,0200,SU2,16,0618,00911,,AU,MO,,CO,130 00911,
"POINT (-46.7094772593811 -23.7557343038546)",D071501268,43773,,8,,2015/07/06 00:00:00,1300,4,D,,85,2195,,,10000000000000000,0100,SU3,30,0619,43773,,AU,,,AT,8 43773,
"POINT (-46.7161872398118 -23.7646718497137)",D071501269,99489,,13,,2015/07/13 00:00:00,0700,4,D,,85,2245,,,01000000000000000,0100,SU3,23,0619,99489,,MO,,,AT,13 99489,
"POINT (-46.6732362667928 -23.720552421522)",D071501270,99350,,198,,2015/07/15 00:00:00,1815,2,D,,85,2282,,,10000000000000000,0100,SU3,23,0619,99350,,AU,,,CH,198 99350,
"POINT (-46.7256910276395 -23.7699119393544)",D071501271,38022,,210,,2015/07/15 00:00:00,1150,2,D,,85,6490,,,10001000000000000,0100,SO4,56,0619,38022,,BI,AU,,CO,210 38022,
"POINT (-46.7122525767905 -23.7546591759007)",D071501272,15507,,6622,,2015/07/25 00:00:00,1920,4,D,,85,6822,,,00100000000000000,0100,SU3,23,0619,15507,,ON,,,AT,6622 15507,
"POINT (-46.7063319182536 -23.7430117734872)",D071501273,15507,,5165,,2015/07/26 00:00:00,1840,4,D,,85,6844,,,00000000000100000,0100,SU3,23,0619,15507,,CM,,,AT,5165 15507,
"POINT (-46.7326809726356 -23.6624991202156)",D071501274,39766,,52,,2015/07/27 00:00:00,2018,2,D,,85,6880,,,00001000000000010,0100,SO3,45,0619,39766,,BI,SI,,CO,52 39766,
"POINT (-46.7099875690676 -23.7607024752052)",D071501275,99630,,200,,2015/07/28 00:00:00,2240,2,D,,85,6993,,,01000000000100000,0100,SU3,30,0619,99630,,MO,CM,,CO,200 99630,
"POINT (-46.7099520196079 -23.7589731119552)",D071501276,46876,,44,,2015/07/18 00:00:00,0425,2,D,,85,7040,,,10100000000000000,0100,SU3,30,0619,46876,,AU,ON,,CF,44 46876,
"POINT (-46.7063572260545 -23.7419502130318)",D071501277,15507,,5000,,2015/07/25 00:00:00,2200,4,D,,85,7044,,,01000000000000000,0200,SU3,23,0619,15507,,MO,,,AT,5000 15507,
"POINT (-46.7413044773418 -23.6852781732312)",D071501278,08367,,2336,,2015/07/06 00:00:00,1500,4,D,,92,2336,,,10000000000000000,0100,SO4,45,0620,08367,,AU,,,AT,2336 08368,
"POINT (-46.7798708764552 -23.6947183731592)",D071501279,12403,,2002,,2015/07/14 00:00:00,1315,2,D,,92,2416,,,02000000000000000,0100,SO4,42,0620,12403,,MO,MO,,CO,2002 12403,
"POINT (-46.7798708678852 -23.6947177411799)",D071501280,12403,,2000,,2015/07/15 00:00:00,1000,2,D,,92,2464,,,00100000000000000,0100,SO4,42,0620,12403,,ON,,,QD,2000 12403,
"POINT (-46.7338800574243 -23.6691163370888)",D071501281,12403,,129,,2015/07/23 00:00:00,0850,2,D,,92,2530,,,01001000000000000,0200,SO4,45,0620,12403,,BI,MO,,CO,129 12403,
"POINT (-46.75110927634 -23.6618878587921)",D071501282,12134,,160,,2015/07/10 00:00:00,1705,2,D,,92,2552,,,00100000000000000,0100,SO3,45,0620,12134,,ON,,,QD,160 12134,
"POINT (-46.7339286457059 -23.6736232285025)",D071501283,08367,,4765,,2015/07/27 00:00:00,0840,2,D,,92,2564,,,02000000000000000,0100,SO4,45,0620,08367,,MO,MO,,CO,4765 08368,
"POINT (-46.7411460682918 -23.6533821397354)",D071501284,21084,,487,,2015/07/28 00:00:00,0803,2,D,,92,2576,,,01000000000100000,0100,SO3,45,0620,21084,,MO,CM,,CT,487 21084,
"POINT (-46.7811126070118 -23.7001122333512)",D071501285,12403,,152,,2015/07/31 00:00:00,0640,4,D,,92,2637,,,01000000000000000,0100,SO4,42,0620,12403,,MO,,,AT,152 12403,
"POINT (-46.7407649630668 -23.6717136693711)",D071501286,12403,,763,,2015/07/01 00:00:00,1825,4,D,,92,6328,,,00000000000100000,0100,SO4,45,0620,12403,,CM,,,AT,763 12403,
"POINT (-46.7798703991786 -23.6946687153855)",D071501287,12403,,1860,,2015/07/04 00:00:00,2155,2,D,,92,6441,,,00000002000000000,0100,SO4,42,0621,12403,,OU,OU,,CO,1860 12403,
"POINT (-46.7702675174223 -23.6861178990011)",D071501288,12403,,4705,,2015/07/05 00:00:00,1330,2,D,,92,6452,,,11000000000000000,0100,SO4,42,0621,12403,,MO,AU,,CO,4705 12403,
"POINT (-46.7798941914359 -23.6989753290724)",D071501289,12403,,970,,2015/07/08 00:00:00,2102,4,D,,92,6573,,,01000000000000000,0100,SO3,42,0621,12403,,MO,,,AT,970 12403,
"POINT (-46.7349652414689 -23.6694802804563)",D071501290,12403,,167,,2015/07/09 00:00:00,1915,2,D,,92,6599,B,,01000000000100000,0100,SO4,45,0621,12403,,MO,CM,,CO,167 12403,
"POINT (-46.7798430232103 -23.6953542928958)",D071501291,12403,,3900,,2015/07/14 00:00:00,1840,4,D,,92,6777,,,00000001000000000,0100,SO4,42,0621,12403,,OU,,,AT,3900 12403,
"POINT (-46.7597439054174 -23.6726420219722)",D071501292,01903,,1577,,2015/07/11 00:00:00,2030,2,D,,92,7000,C,,11000000000000000,0100,SO3,42,0621,01903,,MO,AU,,CO,1577 01903,
"POINT (-46.7678612815726 -23.6698066181577)",D071501293,01903,,8,,2015/07/21 00:00:00,1759,4,D,,92,7012,B,,01000000000000000,0100,SO3,19,0621,01903,,MO,,,AT,8 01903,
"POINT (-46.7361389028258 -23.6429032428578)",D071501294,10270,,5167,,2015/07/21 00:00:00,2050,2,D,,92,7072,,,01000000000000000,0100,SO3,85,0621,10270,,MO,,,QM,5167 10270,
"POINT (-46.7306016284053 -23.6466431194085)",D071501296,13357,,160,,2015/07/01 00:00:00,1500,2,D,,92,7947,,,11000000000000000,0100,SO3,45,0622,13357,,MO,AU,,CO,160 13357,
"POINT (-46.6575164998491 -23.6937460928048)",D071501297,00852,,1854,,2015/07/15 00:00:00,0750,2,D,,98,2068,,,00000000100000000,0100,SU3,59,0623,00852,,MC,,,QD,1854 00852,
"POINT (-46.6502225201686 -23.7033506881416)",D071501299,07785,,35,,2015/07/04 00:00:00,0930,4,D,,98,5353,,,01000000000000000,0100,SU3,59,0623,07785,,MO,,,AT,35 07785,
"POINT (-46.6517714979105 -23.6955689153556)",D071501300,00852,,2300,,2015/07/06 00:00:00,1118,2,D,,98,5396,,,11000000000000000,0100,SU3,59,0623,00852,,MO,AU,,CO,2300 00852,
"POINT (-46.6410412150122 -23.6803740826557)",D071501301,07764,,150,,2015/07/08 00:00:00,0703,4,D,,98,5436,,,00000000000100000,0100,SU2,22,0623,07764,,CM,,,AT,150 07764,
"POINT (-46.6394665314042 -23.6841518182379)",D071501302,15880,,296,,2015/07/09 00:00:00,0539,2,D,,98,5459,,,01100000000000000,0100,SU2,22,0623,15880,,ON,MO,,CT,296 15880,
"POINT (-46.6328796308994 -23.7123978393307)",D071501303,09997,,12,,2015/07/04 00:00:00,2350,2,D,,98,5479,,,02000000000000000,0100,SU2,59,0623,09997,,MO,MO,,CO,12 09997,
"POINT (-46.6456754632337 -23.7012002816029)",D071501304,00852,,4000,,2015/07/01 00:00:00,0540,2,D,,98,5483,,,01000000000000000,0100,SU3,59,0623,00852,,MO,,,QM,4000 00852,
"POINT (-46.6493327142444 -23.7038149303074)",D071501305,64831,,120,,2015/07/10 00:00:00,1930,2,D,,98,5491,,,01100000000000000,0200,SU3,59,0623,64831,,ON,MO,,CO,120 64831,
"POINT (-46.6572260990147 -23.6896099026919)",D071501307,63725,,200,,2015/07/11 00:00:00,2347,4,D,,98,5514,,,10000000000000000,0100,SU2,59,0623,63725,,AU,,,AT,200 63725,
"POINT (-46.6329364984116 -23.6965906949748)",D071501310,19705,67973,,,2015/07/24 00:00:00,1746,2,D,,98,5862,,,02000000000000000,0200,SU2,59,0624,19705,67973,MO,MO,,CO,67973&&19705,
"POINT (-46.6382652179528 -23.6813634709798)",D071501311,05606,01391,,,2015/07/24 00:00:00,2109,2,D,,98,5871,,,01010000000000000,0100,SU2,22,0624,01391,05606,CA,MO,,CO,01391&&05606,
"POINT (-46.6467009028631 -23.6997758910437)",D071501312,19705,00852,,,2015/07/26 00:00:00,0745,2,D,,98,5910,,,01100000000000000,0200,SU3,59,0624,00852,19705,ON,MO,,CO,00852&&19705,
"POINT (-46.6599484873968 -23.6908090067444)",D071501314,76295,70909,,,2015/07/26 00:00:00,1313,4,D,,98,6215,,,10000000000000000,0100,SU2,59,0624,70909,76295,AU,,,AT,70909&&76295,
"POINT (-46.6913346266598 -23.6578150098523)",D071501315,04121,,341,,2015/07/07 00:00:00,1152,2,D,,99,2323,,,11010000000000000,0100,SU2,16,0625,04121,,MO,AU,CA,CO,341 04121,
"POINT (-46.6974863086911 -23.6772727342745)",D071501316,06238,02279,,,2015/07/13 00:00:00,1830,2,D,,99,2474,,,00000001000000000,0100,PB,16,0625,02279,06238,OU,,,QD,02279&&06238,
"POINT (-46.6990162095733 -23.675498816485)",D071501318,09527,06238,,,2015/07/05 00:00:00,2310,2,D,,99,2498,,,00000001000000000,0100,PB,16,0625,06238,09527,OU,,,QD,06238&&09527,
"POINT (-46.6840517295147 -23.6781391873784)",D071501319,09220,,3493,,2015/07/23 00:00:00,1320,2,D,,99,2530,,,20010000000000000,0100,SU2,16,0625,09220,,CA,AU,AU,CT,3493 09220,
"POINT (-46.6935092752661 -23.6617745746802)",D071501320,14743,,2986,,2015/07/24 00:00:00,1320,2,D,,99,2543,,,00000000000100010,0100,SU3,16,0625,14743,,CM,SI,,SI,2986 14743,
"POINT (-46.6990162095733 -23.675498816485)",D071501321,09527,06238,,,2015/07/27 00:00:00,1620,4,D,,99,2572,,,01000000000000000,0100,PB,16,0625,06238,09527,MO,,,AT,06238&&09527,
"POINT (-46.6776816702616 -23.6724446348412)",D071501322,09220,,2310,,2015/07/29 00:00:00,0815,2,D,,99,2586,,,11000000000000000,0100,SU2,16,0626,09220,,AU,MO,,CO,2310 09220,
"POINT (-46.6776852398219 -23.6702592361531)",D071501323,09220,,1879,,2015/07/29 00:00:00,1445,2,D,,99,2597,,,01000000000000010,0100,SU2,16,0626,09220,,MO,SI,,CL,1879 09220,
"POINT (-46.6802530081997 -23.6641765847977)",D071501324,07917,,1164,,2015/07/30 00:00:00,1640,2,D,,99,2613,,,11000000000000000,0100,SU2,16,0626,07917,,AU,MO,,CF,1164 07917,
"POINT (-46.6915485338986 -23.6837485420488)",D071501325,09220,,5000,,2015/07/23 00:00:00,2220,2,D,,99,2622,,,11000000000000000,0100,SU3,16,0626,09220,,AU,MO,,CT,5000 09220,
"POINT (-46.6915485338986 -23.6837485420488)",D071501326,09220,,5000,,2015/07/08 00:00:00,1430,2,D,,99,2896,,,11000000000000000,0100,SU3,16,0626,09220,,AU,MO,,CL,5000 09220,
"POINT (-46.7013805875617 -23.7014263731896)",D071501327,09220,08884,,,2015/07/02 00:00:00,2100,2,D,,99,6097,,,11000000000000000,0200,SU3,23,0626,08884,09220,AU,MO,,CF,08884&&09220,
"POINT (-46.6908461476229 -23.683417137846)",D071501328,09220,,4455,,2015/07/01 00:00:00,2115,2,D,,99,7956,,,11000000000000000,0100,SU3,16,0626,09220,,AU,MO,,CO,4455 09220,
"POINT (-46.6797100502196 -23.654113969963)",D071501329,09220,,39,,2015/07/04 00:00:00,1800,2,D,,99,8083,,,11000000000000000,0100,SU2,22,0626,09220,,AU,MO,,SI,39 09220,
"POINT (-46.6831593391456 -23.6746213125532)",D071501330,08476,,272,,2015/07/08 00:00:00,1810,2,D,,99,8283,,,11000000000000000,0100,SU2,16,0627,08476,,AU,MO,,SI,272 08476,
"POINT (-46.6912619132896 -23.6637458100381)",D071501331,14743,,955,,2015/07/09 00:00:00,0200,2,D,,99,8288,,,10000000000000000,0100,SU3,16,0627,14743,,AU,,,CH,955 14743,
"POINT (-46.6792962039897 -23.6596585712228)",D071501332,09220,,665,,2015/07/10 00:00:00,1230,2,D,,99,8388,,,01000000000100000,0100,SU2,22,0627,09220,,CM,MO,,CT,665 09220,
"POINT (-46.6794770089252 -23.6644725150122)",D071501333,07917,08476,,,2015/07/12 00:00:00,1230,2,D,,99,8394,,,11000000000000000,0100,SU2,16,0627,07917,08476,AU,MO,,CO,08476&&07917,
"POINT (-46.7000632074771 -23.6728154506156)",D071501336,07717,,280,,2015/07/16 00:00:00,2220,2,D,,99,8607,,,02000000000000000,0100,SU3,16,0627,07717,,MO,MO,,CO,280 07717,
"POINT (-46.6827390171229 -23.6776748657057)",D071501337,09220,,3327,,2015/07/17 00:00:00,1943,2,D,,99,8654,,,11000000000000000,0100,SU2,16,0627,09220,,AU,MO,,CT,3327 09220,
"POINT (-46.6830702111485 -23.6777815232171)",D071501338,09220,,3377,,2015/07/17 00:00:00,2040,2,D,,99,8656,,,20000000000000000,0100,SU2,16,0627,09220,,AU,AU,,CT,3377 09220,
"POINT (-46.6837020439383 -23.6580088337956)",D071501339,00884,,253,,2015/07/23 00:00:00,1815,2,D,,99,8896,,,11000000000000000,0100,SU2,16,0627,00884,,AU,MO,,CT,253 00884,
"POINT (-46.6909043455384 -23.6854850008501)",D071501340,13035,,100,,2015/07/24 00:00:00,1830,2,D,,99,8941,,,01000000000000000,0100,SU3,16,0628,13035,,MO,,,QM,100 13035,
"POINT (-46.6924623311533 -23.6634848282881)",D071501341,17360,,1301,,2015/07/25 00:00:00,0840,4,D,,99,8948,C,,10000000000000000,0100,SU3,16,0628,17360,,AU,,,AT,1301 17360,
"POINT (-46.6831883809888 -23.6743933501535)",D071501342,08476,,325,,2015/07/26 00:00:00,0854,2,D,,99,8935,,,10001000000000000,0100,SU2,16,0628,08476,,AU,BI,,CO,325 08476,
"POINT (-46.6790193626697 -23.661869598299)",D071501343,09220,,897,,2015/07/27 00:00:00,2200,4,D,,99,9094,,,10000000000000000,0100,SU2,22,0628,09220,,AU,,,AT,897 09220,
"POINT (-46.7069717105788 -23.6650397219083)",D071501344,20474,,99,,2015/07/31 00:00:00,1728,2,D,,99,9222,,,11000000000000000,0100,SU3,16,0628,20474,,AU,MO,,CO,99 20474,
"POINT (-46.7797627149726 -23.6961135291881)",D071501345,12403,,6322,,2015/07/03 00:00:00,0522,2,D,,100,2445,,,10100000000000000,0200,SO4,42,0629,12403,,ON,AU,,CF,6322 12403,
"POINT (-46.7839791909541 -23.7176770188143)",D071501346,12403,,7050,,2015/07/18 00:00:00,1833,2,D,,100,3106,,,11000000000000000,0100,SO4,42,0629,12403,,AU,MO,,CL,7050 12403,
"POINT (-46.7832698627829 -23.7101936575593)",D071501347,12403,,8143,,2015/07/06 00:00:00,0012,2,D,,100,6472,,,20000000000000000,0200,SO4,42,0629,12403,,AU,AU,,CO,8143 12403,
"POINT (-46.7544375074724 -23.6796537108041)",D071501348,73104,21512,,,2015/07/13 00:00:00,1912,4,D,,100,6738,,,00001000000000000,0100,SO4,42,0629,21512,73104,BI,,,AT,21512&&73104,
"POINT (-46.7550418906424 -23.7209190978028)",D071501349,72068,,20,,2015/07/29 00:00:00,2245,2,D,,100,7267,,,11000000000000000,0100,SO4,42,0629,72068,,AU,MO,,CO,20 72068,
"POINT (-46.7832698627829 -23.7101936575593)",D071501350,12403,,7880,,2015/07/31 00:00:00,1427,2,D,,100,7332,,,02000000000000000,0200,SO4,42,0629,12403,,MO,MO,,CF,7880 12403,
"POINT (-46.7832698627829 -23.7101936575593)",D071501351,12403,,8857,,2015/07/02 00:00:00,0944,2,D,,100,9141,,,11000000000000000,0100,SO4,42,0629,12403,,AU,MO,,CO,8857 12403,
"POINT (-46.6992966336893 -23.7287388787316)",D071501352,15507,,3000,,2015/07/12 00:00:00,1730,2,D,,101,2495,,,01000000000000000,0100,SO4,23,0630,15507,,MO,,,QM,3000 15507,
"POINT (-46.7018371704076 -23.7287440756695)",D071501353,33309,,245,,2015/07/24 00:00:00,1830,4,D,,101,4430,,,10000000000000000,0100,SO4,23,0630,33309,,AU,,,AT,245 33309,
"POINT (-46.688903226697 -23.7343221937922)",D071501354,10036,,1236,,2015/07/01 00:00:00,0810,2,D,,101,6034,,,11000000000000000,0100,SU3,30,0630,10036,,AU,MO,,CT,1236 10036,
"POINT (-46.6981439832807 -23.7203457719615)",D071501355,15507,,2089,,2015/07/02 00:00:00,0850,2,D,,101,6070,,,01000000000100000,0100,SU3,23,0630,15507,,CM,MO,,SI,2089 15507,
"POINT (-46.6877594496107 -23.7476989880645)",D071501356,03509,,2036,,2015/07/02 00:00:00,1344,2,D,,101,6088,,,11000000000000000,0200,SU3,30,0630,03509,,AU,MO,,CO,2036 03509,
"POINT (-46.6847555874987 -23.7531502704828)",D071501357,03509,,3224,,2015/07/04 00:00:00,0600,2,D,,101,6127,,,10010000000000000,0100,SU3,30,0630,03509,,AU,CA,,CO,3224 03509,
"POINT (-46.6975957569104 -23.7331448368198)",D071501358,03509,,111,,2015/07/05 00:00:00,0552,2,D,,101,6148,,,11000000000000000,0100,SU3,23,0630,03509,,AU,MO,,CO,111 03509,
"POINT (-46.6985529389647 -23.7296149154578)",D071501360,15507,,3155,,2015/07/09 00:00:00,0715,4,D,,101,6264,,,01000000000000000,0100,SU3,23,0630,15507,,MO,,,AT,3155 15507,
"POINT (-46.6902072358166 -23.7448898432303)",D071501361,03509,,1700,,2015/07/14 00:00:00,1900,2,D,,101,6500,,,01000000000000000,0100,SU3,30,0631,03509,,MO,,,QM,1700 03509,
"POINT (-46.6962134308518 -23.7335401695456)",D071501362,03509,,273,,2015/07/16 00:00:00,0719,2,D,,101,6507,,,11000000000000000,0100,SU3,23,0631,03509,,AU,MO,,CO,273 03509,
"POINT (-46.6710339730843 -23.755935053291)",D071501363,03509,,4782,,2015/07/15 00:00:00,0400,4,D,,101,6508,,,00000000000000010,0100,SU3,30,0631,03509,,SI,,,AT,4782 03509,
"POINT (-46.7084737904966 -23.7356107061149)",D071501364,66983,,100,,2015/07/12 00:00:00,2330,4,D,,101,6511,,,01000000000000000,0100,SO4,23,0631,66983,,MO,,,AT,100 66983,
"POINT (-46.6740661663914 -23.7547276067082)",D071501365,03509,,4404,,2015/07/21 00:00:00,1140,4,D,,101,6611,,,00100000000000000,0100,SU3,30,0631,03509,,ON,,,CT,4404 03509,
"POINT (-46.6988906567346 -23.7297520715115)",D071501366,15507,,3168,,2015/07/21 00:00:00,1655,2,D,,101,6671,,,11000000000000000,0200,SO4,23,0631,15507,,AU,MO,,CT,3168 15507,
"POINT (-46.6981439832807 -23.7203457719615)",D071501367,15507,,2089,,2015/07/15 00:00:00,1930,2,D,,101,6691,,,11000000000000000,0100,SU3,23,0631,15507,,AU,MO,,CO,2089 15507,
"POINT (-46.6796187140434 -23.7546550572877)",D071501368,03509,,3710,,2015/07/22 00:00:00,1630,2,D,,101,6706,,,10000001000000000,0100,SU3,30,0631,03509,,AU,OU,,CL,3710 03509,
"POINT (-46.6887028242624 -23.7522058091335)",D071501369,03509,,2708,,2015/07/26 00:00:00,2000,4,D,,101,6843,,,10000000000000000,0100,SU3,30,0631,03509,,AU,,,AT,2708 03509,
"POINT (-46.675737621845 -23.7549234050075)",D071501370,03509,,4225,,2015/07/27 00:00:00,1000,2,D,,101,6854,,,11000000000000000,0100,SU3,30,0632,03509,,AU,MO,,SI,4225 03509,
"POINT (-46.6922060089828 -23.738115124249)",D071501371,03509,,939,,2015/07/27 00:00:00,1430,2,D,,101,6866,,,11000000000000000,0100,SU3,30,0632,03509,,AU,MO,,CO,939 03509,
"POINT (-46.6919303772978 -23.7421020528334)",D071501372,03509,,1324,,2015/07/27 00:00:00,2040,4,D,,101,6881,,,10000000000000000,0100,SU3,30,0632,03509,,AU,,,AT,1324 03509,
"POINT (-46.6790553897347 -23.7549371360137)",D071501374,03509,,3800,,2015/07/29 00:00:00,0949,4,D,,101,6927,,,01000000000000000,0100,SU3,30,0632,03509,,MO,,,AT,3800 03509,
"POINT (-46.7020690196853 -23.7351454371459)",D071501375,15508,,80,,2015/07/26 00:00:00,2000,4,D,,101,6934,,,10000000000000000,0100,SO4,23,0632,15508,,AU,,,AT,80 15508,
"POINT (-46.7103362677916 -23.7154954693926)",D071501376,04559,,200,,2015/07/24 00:00:00,1600,2,D,,101,6972,,,01000000000000000,0100,SO4,23,0632,04559,,MO,,,QM,200 04559,
