WKT,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Cadlog
"POINT (-46.605674 -23.546621)",D011200148,09247,,686,,2012/01/27,1050,2,D,,08,702,,,01000000000000000,0100,BR,54,0118,09247,,EMD8288,MO,,,,,QM,,,,
"POINT (-46.60286 -23.547947)",D011200149,00543,,2273,,2012/01/04,2130,4,D,,08,98,,,01000000000000000,0200,MO,10,0118,00543,,DAF7357,MO,,,,,AT,,,,
"POINT (-46.632442 -23.532459)",D011200150,10485,18993,,,2012/01/05,1345,4,D,,12,26,,,10000000000000000,0100,MO,09,0119,10485,18993,EBL7754,AU,,,,,AT,,,,
"POINT (-46.623634 -23.536046)",D011200151,03812,,970,,2012/01/04,1156,4,D,,12,41,,,00000000000100000,0100,CT,05,0119,03812,,CPR5456,CM,,,,,AT,,,,
"POINT (-46.598601 -23.527311)",D011200152,04561,,,PXR CRUZEIRO DO,2012/01/07,1445,2,D,,12,105,,,10100000000000000,0100,TT,06,0119,29772,,DPE8513,ON,FDR1959,AU,,,CO,,,,
"POINT (-46.598601 -23.527311)",D011200154,04561,,,PXALT PT V GUIL,2012/01/16,1630,2,D,,12,200,,,01000000000000000,0100,TT,06,0119,29772,,DCS1401,MO,,,,,QM,,,,
"POINT (-46.608844 -23.529806)",D011200155,17180,08048,,,2012/01/13,0800,4,D,,12,203,,,10000000000000000,0100,TT,57,0119,08048,17180,CYH0101,AU,,,,,AT,,,,
"POINT (-46.603293 -23.529434)",D011200156,15706,,,NC,2012/01/18,1745,2,D,,12,205,,,11000000000000000,0100,BR,08,0119,15706,,DZR3129,MO,FGS1511,AU,,,CO,,,,
"POINT (-46.624989 -23.534278)",D011200157,10485,06642,,,2012/01/13,1045,2,D,,12,208,,,11000000000000000,0100,BR,09,0119,06642,10485,BPS4906,MO,EJB6643,AU,,,SI,,,,
"POINT (-46.632846 -23.534339)",D011200158,03812,,,PXR ORIENTE,2012/01/20,0330,2,D,,12,214,,,10010000000000000,0200,CT,05,0119,03812,,DRA5722,AU,CBS7636,CA,,,CH,,,,
"POINT (-46.630373 -23.52659)",D011200159,18993,09556,,,2012/01/17,1847,4,D,,12,289,,,01000000000000000,0100,CT,09,0119,09556,18993,EXD4645,MO,,,,,AT,,,,
"POINT (-46.613089 -23.538164)",D011200160,02898,17504,,,2012/01/14,0330,2,D,,12,302,,,11000000000000000,0100,CT,10,0119,02898,17504,CNC7422,AU,FSZ8477,MO,,,SI,,,,
"POINT (-46.610268 -23.531848)",D011200161,17112,,1205,,2012/01/19,1430,2,D,,12,327,,,11000000000000000,0100,CT,25,0120,17112,,DYZ7026,MO,DTF8728,AU,,,CO,,,,
"POINT (-46.616684 -23.542978)",D011200162,16870,05229,,,2012/01/16,0126,2,D,,12,339,,,10000001000000000,0200,CT,10,0120,05229,16870,FLQ7415,OU,CXY4004,AU,,,CO,,,,
"POINT (-46.625328 -23.525488)",D011200163,16006,05567,,,2012/01/21,1900,4,D,,12,364,,,10000000000000000,0100,CT,57,0120,05567,16006,DGV9886,AU,,,,,AT,,,,
"POINT (-46.609298 -23.5365)",D011200164,03653,,700,,2012/01/24,1800,4,D,,12,410,C,,01000000000000000,0200,BR,10,0120,03653,,CDI8893,MO,,,,,AT,,,,
"POINT (-46.611477 -23.525042)",D011200165,19713,,9,,2012/01/19,0118,2,D,,12,419,,,20000000000000000,0100,TT,47,0120,19713,,EBL5673,AU,,AU,,,SI,,,,
"POINT (-46.604003 -23.528486)",D011200166,15706,,180,,2012/01/26,0740,2,D,,12,428,C,,10000000000100000,0200,BR,08,0120,15706,,CHQ4740,CM,DLV6049,AU,,,CO,,,,
"POINT (-46.611671 -23.532602)",D011200167,17180,10177,,,2012/01/21,2026,2,D,,12,453,,,20000000000000000,0200,BR,08,0120,10177,17180,BAV3538,AU,DWE9822,AU,,,CO,,,,
"POINT (-46.611671 -23.532602)",D011200168,10177,17180,,,2012/01/22,0700,2,D,,12,461,,,20000000000000000,0100,BR,08,0120,10177,17180,GFB0013,AU,EEF5767,AU,,,CO,,,,
"POINT (-46.602272 -23.538439)",D011200169,04736,,1050,,2012/01/22,2101,4,D,,12,475,C,,10000000000000000,0100,BR,82,0120,04736,,BNA6900,AU,,,,,AT,,,,
"POINT (-46.612943 -23.528102)",D011200170,04332,03787,,,2012/01/30,0930,4,D,,12,483,,,00000000000100000,0100,BR,57,0120,03787,04332,DYG1884,CM,,,,,AT,,,,
"POINT (-46.61238 -23.527474)",D011200171,04332,,535,,2012/01/30,1048,4,D,,12,485,,,01000000000000000,0100,BR,57,0121,04332,,,MO,,,,,AT,,,,
"POINT (-46.620007 -23.529952)",D011200172,05707,,300,,2012/01/31,1547,4,D,,12,512,,,10000000000000000,0100,CT,57,0121,05707,,ELN8725,AU,,,,,AT,,,,
"POINT (-46.602532 -23.534622)",D011200173,03787,12964,,,2012/01/26,2136,2,D,,12,568,,,10000001000000000,0300,CT,08,0121,03787,12964,DCM4544,AU,ELW2949,OU,,,CO,,,,
"POINT (-46.646593 -23.550031)",D011200174,02497,,52,,2012/01/09,2350,4,D,,12,609,,,10000000000000000,0100,JD,26,0121,02497,,DPJ5345,AU,,,,,AT,,,,
"POINT (-46.625341 -23.530587)",D011200175,05567,,130,,2012/01/29,0730,2,D,,12,618,,,20000000000000000,0200,CT,05,0121,05567,,EEY0353,AU,ANE1132,AU,,,CO,,,,
"POINT (-46.625055 -23.546067)",D011200176,13226,,100,,2012/01/19,0430,2,D,,12,622,,,01000000000000000,0100,CT,10,0121,13226,,EKA0564,MO,,,,,QM,,,,
"POINT (-46.657503 -23.532894)",D011200178,14947,,87,,2012/01/09,1640,2,D,,77,235,,,00100000000000000,0100,HG,19,0122,14947,,DTE5670,ON,,,,,QD,,,,
"POINT (-46.644295 -23.535082)",D011200179,08656,,672,,2012/01/09,1730,4,D,,77,238,,,01000000000000000,0100,HG,70,0122,08656,,EXD8661,MO,,,,,AT,,,,
"POINT (-46.648846 -23.539827)",D011200180,17957,,225,,2012/01/10,1815,2,D,,77,271,,,01010000000000000,0100,HG,11,0122,17957,,EQP9586,MO,,CA,,,CL,,,,
"POINT (-46.64808 -23.547324)",D011200181,05431,,,NC,2012/01/14,1526,2,D,,77,403,,,20000000000000000,0100,HG,70,0122,05431,,ELC7585,AU,DCF4949,AU,,,CT,,,,
"POINT (-46.654438 -23.534816)",D011200182,05797,,162,,2012/01/18,2115,4,D,,77,527,,,00000000000000010,0100,HG,11,0122,05797,,,SI,,,,,AT,,,,
"POINT (-46.646209 -23.536179)",D011200183,11883,08656,,,2012/01/20,1900,2,D,,77,579,,,01000000000000000,0100,HG,70,0122,08656,11883,EXG7361,MO,,,,,QM,,,,
"POINT (-46.64808 -23.547324)",D011200184,05431,,,NC,2012/01/30,1500,2,D,,77,847,,,20000000000000000,0100,HG,70,0122,05431,,CMW9482,AU,DFQ6103,AU,,,CO,,,,
"POINT (-46.652613 -23.571107)",D011200186,12165,,2790,,2012/01/05,1526,2,D,,78,94,,,01000001000000000,0100,CT,07,0123,12165,,DTB4876,OU,DGT2535,MO,,,SI,,,,
"POINT (-46.657893 -23.56805)",D011200187,11078,15372,,,2012/01/12,0805,2,D,,78,123,,,10001000000000000,0100,CT,44,0123,11078,15372,DJE1094,AU,,BI,,,CO,,,,
"POINT (-46.673121 -23.570532)",D011200188,05175,16161,,,2012/01/06,2030,2,D,,78,126,,,11000000000000000,0100,CT,44,0123,05175,16161,DSR2474,AU,DOI8228,MO,,,CO,,,,
"POINT (-46.651492 -23.5702)",D011200189,12165,07057,,,2012/01/08,1052,2,D,,78,150,,,10001000000000000,0100,CT,44,0123,07057,12165,KJO2645,AU,,BI,,,CL,,,,
"POINT (-46.660228 -23.558174)",D011200190,15656,02497,,,2012/01/08,1100,2,D,,78,152,,,10000000000100000,0200,CT,26,0123,02497,15656,EUD8743,CM,DTB3582,AU,,,SI,,,,
"POINT (-46.669307 -23.561858)",D011200191,05245,,3395,,2012/01/10,1116,2,D,,78,172,,,01000000000000000,0100,JD,26,0123,05245,,DUW4209,MO,,,,,QM,,,,
"POINT (-46.651531 -23.565741)",D011200192,15656,,901,,2012/01/09,1221,2,D,,78,184,,,11000000000000000,0100,PA,07,0123,15656,,ETS7103,AU,DZR9193,MO,,,SI,,,,
"POINT (-46.659133 -23.562319)",D011200193,10004,,1158,,2012/01/10,1245,2,D,,78,207,,,01000000000000000,0100,JD,44,0123,10004,,DND8378,MO,,,,,QM,,,,
"POINT (-46.660747 -23.578506)",D011200194,12165,,3950,,2012/01/13,1112,2,D,,78,289,,,00000001000000000,0100,CT,07,0123,12165,,DTB8991,OU,,,,,QD,,,,
"POINT (-46.658987 -23.56707)",D011200195,11078,14804,,,2012/01/13,1340,2,D,,78,293,,,01000000000100000,0100,CT,44,0123,11078,14804,CDV0157,CM,EQP8582,MO,,,CO,,,,
"POINT (-46.658918 -23.560978)",D011200196,17791,17240,,,2012/01/13,2130,4,D,,78,301,,,10000000000000000,0100,CT,44,0123,17240,17791,EIH5565,AU,,,,,AT,,,,
"POINT (-46.667032 -23.573899)",D011200197,03581,14804,,,2012/01/14,0030,2,D,,78,305,,,11000000000000000,0100,CT,44,0124,03581,14804,EBD2660,AU,DZS0450,MO,,,CO,,,,
"POINT (-46.65324 -23.564321)",D011200199,15656,,1159,,2012/01/20,1655,2,D,,78,382,,,01000000000000010,0100,PA,07,0124,15656,,EJM2697,MO,,SI,,,CO,,,,
"POINT (-46.666775 -23.568258)",D011200200,06651,,1240,,2012/01/20,1100,4,D,,78,474,,,00000000000000010,0100,JD,44,0124,06651,,,SI,,,,,AT,,,,
"POINT (-46.658727 -23.576699)",D011200201,12165,,3700,,2012/01/20,1242,2,D,,78,477,,,11000000000000000,0100,CT,07,0124,12165,,DUJ2856,AU,EXA9554,MO,,,CO,,,,
"POINT (-46.651925 -23.570471)",D011200202,12165,,2700,,2012/01/20,1527,2,D,,78,483,,,00000001000000000,0100,CT,07,0124,12165,,DTA1057,OU,,,,,QD,,,,
"POINT (-46.661996 -23.558299)",D011200203,08562,17791,,,2012/01/21,0442,2,D,,78,497,,,10000000000100000,0200,CT,44,0124,08562,17791,EBL0558,AU,FMC9003,CM,,,CO,,,,
"POINT (-46.673708 -23.567792)",D011200204,03581,19547,,,2012/01/22,0620,2,D,,78,518,,,20000000000000000,0700,CT,44,0124,03581,19547,DAM9212,AU,,AU,,,CO,,,,
"POINT (-46.663142 -23.555144)",D011200205,15656,,2548,,2012/01/23,0203,2,D,,78,538,,,01000000000000000,0100,PA,07,0124,15656,,DOW9396,MO,,,,,QM,,,,
"POINT (-46.651533 -23.559078)",D011200206,15372,,,NC,2012/01/23,0817,2,D,,78,545,,,11000000000000000,0100,PA,17,0125,15372,,EAG9279,MO,CMH2377,AU,,,CL,,,,
"POINT (-46.670604 -23.568067)",D011200207,05175,19402,,,2012/01/23,1750,2,D,,78,556,,,11000000000000000,0100,PA,44,0125,05175,08433,EPJ8467,AU,EIE1472,MO,,,CO,,,,
"POINT (-46.66144 -23.571752)",D011200208,15372,03805,,,2012/01/27,1010,2,D,,78,640,,,11000000000000000,0100,PA,44,0125,03805,15372,MCO9613,MO,EEH1265,AU,,,CT,,,,
"POINT (-46.654406 -23.564944)",D011200209,17791,,1231,,2012/01/28,1440,4,D,,78,663,,,10000000000000000,0100,PA,17,0125,17791,,JHL4897,AU,,,,,AT,,,,
"POINT (-46.666027 -23.575189)",D011200211,03581,,611,,2012/01/29,1745,2,D,,78,687,C,,11000000000000000,0100,JD,63,0125,03581,,EJE3691,AU,EXE1831,MO,,,CO,,,,
"POINT (-46.659937 -23.568337)",D011200212,14804,,3239,,2012/01/31,1000,2,D,,78,739,,,11000000000000000,0100,JD,63,0125,14804,,DTE4926,AU,DHJ8309,MO,,,CT,,,,
"POINT (-46.66146 -23.579116)",D011200213,03581,12165,,,2012/01/06,1330,2,D,,78,826,,,00000001000000000,0100,JD,44,0125,03581,12165,,OU,,,,,QD,,,,
"POINT (-46.63677 -23.601565)",D011200214,06013,15025,,,2012/01/06,1130,2,D,,16,43,,,11000000000000000,0100,JD,79,0201,06013,15025,ESW6676,MO,,AU,,,CO,,,,
"POINT (-46.625863 -23.604681)",D011200215,00066,,,NC,2012/01/17,1322,2,D,,16,135,,,11000000000000000,0100,IP,79,0201,00066,,,MO,EVK2958,AU,,,CO,,,,
"POINT (-46.630536 -23.612504)",D011200216,09310,,254,,2012/01/19,1724,2,D,,16,165,B,,11000000000000000,0100,IP,79,0201,09310,,EBP2125,AU,BFZ1853,MO,,,CO,,,,
"POINT (-46.640145 -23.602833)",D011200217,00833,,331,,2012/01/20,1030,2,D,,16,175,,,20000000000000000,0100,VM,79,0201,00833,,JRE6462,AU,EMU7615,AU,,,CO,,,,
"POINT (-46.651504 -23.601886)",D011200218,17478,26501,,,2012/01/20,1425,2,D,,16,183,,,20000000000000000,0100,VM,53,0201,17478,26501,DFB4174,AU,FLT9317,AU,,,CO,,,,
"POINT (-46.627458 -23.612788)",D011200219,03523,00066,,,2012/01/07,2217,2,D,,16,239,,,02000000000000000,0300,VM,79,0201,00066,03523,EXE6927,MO,EDV1578,MO,,,CO,,,,
"POINT (-46.637069 -23.60598)",D011200220,09715,,187,,2012/01/31,1710,2,D,,16,300,,,11000000000000000,0100,VM,79,0201,09715,,EXF0098,MO,CAN4272,AU,,,CT,,,,
"POINT (-46.641198 -23.61832)",D011200221,13748,,132,,2012/01/14,2220,2,D,,16,515,,,11000000000000000,0100,VM,79,0201,13748,,EQE2807,MO,ELX7296,AU,,,CO,,,,
"POINT (-46.627897 -23.604034)",D011200222,12242,,50,,2012/01/16,2230,4,D,,16,590,,,10000000000000000,0100,VM,79,0201,12242,,CNZ9456,AU,,,,,AT,,,,
"POINT (-46.639447 -23.610528)",D011200223,20388,16397,,,2012/01/17,2039,4,D,,16,629,,,10000000000000000,0100,VM,79,0201,16397,20388,DPN1802,AU,,,,,AT,,,,
"POINT (-46.628787 -23.624343)",D011200224,00066,,2200,,2012/01/22,2000,4,D,,16,816,,,01000000000000000,0200,IP,79,0201,00066,,DOK8382,MO,,,,,AT,,,,
"POINT (-46.652606 -23.608168)",D011200225,09159,,999,,2012/01/22,1700,2,D,,16,935,,,11000000000000000,0100,IB,79,0202,09159,,EXA8695,MO,FCF8008,AU,,,CO,,,,
"POINT (-46.618327 -23.617773)",D011200226,05618,,1768,,2012/01/25,2150,2,D,,16,948,,,01100000000000000,0100,IP,27,0202,05618,,DYV9040,MO,DJF8320,ON,,,CO,,,,
"POINT (-46.63902 -23.617486)",D011200227,09715,06882,,,2012/01/26,1300,2,D,,16,985,,,11000000000000000,0100,IP,79,0202,06882,09715,FAY3921,MO,ERI6799,AU,,,CO,,,,
"POINT (-46.627012 -23.615812)",D011200228,04843,00066,,,2012/01/25,1600,2,D,,16,996,,,11000000000000000,0100,IP,79,0202,00066,04843,,AU,EQD6213,MO,,,CO,,,,
"POINT (-46.619723 -23.625012)",D011200229,05618,,2630,,2012/01/27,2046,2,D,,16,1043,,,31000000000000000,0400,IP,27,0202,05618,,DEZ5418,AU,EXF6094,MO,CMJ2335,AU,CO,,,,
"POINT (-46.622031 -23.595806)",D011200230,17083,,2300,,2012/01/27,2204,4,D,,16,1045,,,10000000000000000,0100,IP,37,0202,17083,,CPU9922,AU,,,,,AT,,,,
"POINT (-46.628251 -23.611054)",D011200231,00066,08945,,,2012/01/28,2000,2,D,,16,1068,,,11000000000000000,0100,IP,79,0202,00066,08945,BYZ0811,MO,EBC2435,AU,,,CO,,,,
"POINT (-46.636668 -23.592693)",D011200232,17991,06013,,,2012/01/28,2315,2,D,,16,1071,,,01001000000000000,0100,IP,92,0202,06013,17991,EQE3980,MO,,BI,,,CO,,,,
"POINT (-46.651616 -23.591652)",D011200233,08944,,322,,2012/01/30,0730,2,D,,16,1153,,,11000000000000000,0100,IB,53,0202,08944,,EXE8876,MO,EUZ1028,AU,,,CO,,,,
"POINT (-46.637614 -23.597116)",D011200234,03502,,500,,2012/01/31,1945,2,D,,16,1199,,,00000001000000000,0100,IB,92,0202,03502,,CZX0038,OU,,,,,QD,,,,
"POINT (-46.592124 -23.593437)",D011200235,15921,17215,,,2012/01/26,2120,2,D,,17,1004,,,01000001000000000,0100,IB,33,0203,15921,17215,FAY0227,MO,CZZ0386,OU,,,SI,,,,
"POINT (-46.597807 -23.587822)",D011200236,11379,,,NC,2012/01/29,0545,2,D,,17,1084,,,01000000000000000,0100,VP,95,0203,11379,,,MO,,,,,QM,,,,
"POINT (-46.612634 -23.592037)",D011200237,07746,14243,,,2012/01/18,1759,2,D,,17,144,,,10000001000000000,0100,VP,33,0203,07746,14243,DTE4138,AU,DTB7667,OU,,,CO,,,,
"POINT (-46.597807 -23.587822)",D011200238,11379,,,NC,2012/01/18,1120,2,D,,17,158,,,01000000000100000,0100,VP,95,0203,11379,,ECS7249,MO,,CM,,,CO,,,,
"POINT (-46.615586 -23.60273)",D011200239,17755,,2372,,2012/01/21,0529,4,D,,17,186,,,00000000000000010,0100,IP,21,0203,17755,,,SI,,,,,AT,,,,
"POINT (-46.60217 -23.594929)",D011200240,11913,11874,,,2012/01/06,1715,2,D,,17,231,,,11000000000000000,0100,IP,33,0203,11874,11913,,AU,EXE0828,MO,,,CO,,,,
"POINT (-46.58164 -23.611604)",D011200241,29359,,135,,2012/01/14,0325,2,D,,17,265,,,10000000000000000,0100,VP,33,0203,29359,,EXI7187,AU,,,,,CH,,,,
"POINT (-46.597221 -23.595574)",D011200242,05972,11379,,,2012/01/23,2250,2,D,,17,865,,,11000000000000000,0100,VP,33,0203,05972,11379,EJO4842,MO,DLG0438,AU,,,CO,,,,
"POINT (-46.602287 -23.593888)",D011200243,11913,11506,,,2012/01/30,1517,2,D,,17,900025,,,20000000000000000,0200,VP,33,0203,11506,11913,DGN0374,AU,EYC9287,AU,,,CO,,,,
"POINT (-46.609838 -23.618024)",D011200244,14710,43154,,,2012/01/01,1409,2,D,,26,12,,,10001000000000000,0100,VP,69,0204,14710,43154,DMM3266,AU,,BI,,,CO,,,,
"POINT (-46.607203 -23.62399)",D011200245,14710,,787,,2012/01/05,1435,2,D,,26,36,,,11000000000000000,0100,IP,69,0204,14710,,,AU,EQS5346,MO,,,CO,,,,
"POINT (-46.60539 -23.624246)",D011200246,19723,,1419,,2012/01/07,0600,2,D,,26,50,,,10000001000000000,0100,IP,21,0204,19723,,GRR8108,OU,DTD5912,AU,,,CV,,,,
"POINT (-46.612899 -23.612427)",D011200247,10360,,470,,2012/01/07,2053,2,D,,26,148,,,02000000000000000,0400,IP,27,0204,10360,,EOS8058,MO,EQD6110,MO,,,CF,,,,
"POINT (-46.6125 -23.632814)",D011200248,18297,,856,,2012/01/14,1506,2,D,,26,267,,,11000000000000000,0100,IP,21,0204,18297,,EIE2347,MO,EMC3977,AU,,,CF,,,,
"POINT (-46.607822 -23.622681)",D011200249,14710,,628,,2012/01/30,0710,2,D,,26,302,,,11000000000000000,0100,IP,69,0204,14710,,GFS2006,AU,EQR2125,MO,,,CO,,,,
"POINT (-46.606189 -23.624368)",D011200250,19723,,1345,,2012/01/18,0415,2,D,,26,361,,,10000000000000000,0100,IP,21,0204,19723,,DTV1724,AU,,,,,CH,,,,
"POINT (-46.607393 -23.638856)",D011200251,02223,,2223,,2012/01/21,1816,2,D,,26,428,,,11000000000100000,0100,IP,21,0204,02223,,DWS4912,CM,EHY8728,MO,HGV4046,AU,CO,,,,
"POINT (-46.603003 -23.630398)",D011200252,02223,,1035,,2012/01/21,2040,4,D,,26,429,,,01000000000000000,0100,IP,21,0204,02223,,,MO,,,,,AT,,,,
"POINT (-46.619734 -23.61943)",D011200253,05959,,619,,2012/01/26,2154,2,D,,26,566,,,10000000000100000,0100,IP,27,0204,05959,,CAI1912,AU,DRR1312,CM,,,CO,,,,
"POINT (-46.68075 -23.623448)",D011200254,10918,,2561,,2012/01/04,1340,2,D,,27,24,,,11000000000000000,0100,SA,15,0205,10918,,EOK4095,MO,HGV5337,AU,,,CO,,,,
"POINT (-46.669269 -23.634046)",D011200255,19931,,,SRAV VICENTE PA,2012/01/05,1053,4,D,,27,34,,,10000000000000000,0100,SI,30,0205,19931,,CKN8610,AU,,,,,AT,,,,
"POINT (-46.67221 -23.612514)",D011200256,19100,19179,,,2012/01/02,1740,2,D,,27,49,,,01100000000000000,0100,SI,15,0205,19100,19179,BTO7517,ON,DGY0256,MO,,,CL,,,,
"POINT (-46.674456 -23.611346)",D011200257,19100,,2500,,2012/01/03,1557,2,D,,27,76,,,01000000000000000,0100,PB,24,0205,19100,,DZM2302,MO,,,,,QM,,,,
"POINT EMPTY",D011200258,19100,14050,,,2012/01/04,0830,2,D,,27,92,,,21000000000000000,0200,PB,79,0205,14050,19100,DYX7199,MO,EUD3692,AU,CMJ0815,AU,CO,,,,
"POINT (-46.657704 -23.619307)",D011200259,19100,,4573,,2012/01/05,1009,2,D,,27,126,,,11000000000000000,0100,PB,24,0205,19100,,DAQ9899,AU,EQE4093,MO,,,SI,,,,
"POINT (-46.668666 -23.610454)",D011200261,09062,08944,,,2012/01/19,1845,4,D,,27,166,,,01000000000000000,0200,PB,53,0205,08944,22176,EJR6825,MO,,,,,AT,,,,
"POINT (-46.671789 -23.637945)",D011200262,19931,,4709,,2012/01/06,1650,2,D,,27,168,,,13000000000000000,0300,SA,30,0205,19931,,GUQ4343,AU,BYZ0654,MO,BYZ0772,MO,CO,,,,
"POINT (-46.671205 -23.630824)",D011200263,04539,,91,,2012/01/05,1100,4,D,,27,174,,,10000000000000000,0100,BR,10,0205,04539,,ETP9897,AU,,,,,AT,,,,
"POINT (-46.661115 -23.625254)",D011200264,19931,,6900,,2012/01/06,2307,2,D,,27,175,,,11000000000000000,0100,SA,30,0205,19931,,EXK5927,MO,HDJ7660,AU,,,CT,,,,
"POINT (-46.682416 -23.62516)",D011200265,10918,10586,,,2012/01/07,2129,2,D,,27,192,,,02000000000000000,0100,SA,15,0205,10586,10918,EIE8548,MO,EXE1413,MO,,,CO,,,,
"POINT (-46.666401 -23.608083)",D011200266,08944,09309,,,2012/01/23,1655,4,D,,27,214,,,00000001000000000,0100,SA,53,0206,08944,15797,DJB0261,OU,,,,,AT,,,,
"POINT (-46.647209 -23.632074)",D011200267,15887,,100,,2012/01/08,2240,4,D,,27,219,,,10000000000000000,0100,VM,30,0206,15887,,DTI5577,AU,,,,,AT,,,,
"POINT (-46.647967 -23.628578)",D011200268,19100,08274,,,2012/01/25,1357,2,D,,27,240,,,10000000000000000,0100,VM,79,0206,08274,19100,EQC9367,AU,,,,,CH,,,,
"POINT (-46.665502 -23.608765)",D011200269,09309,11394,,,2012/01/11,1055,4,D,,27,316,,,10000000000000000,0100,VM,53,0206,09309,11394,DTC4546,AU,,,,,AT,,,,
"POINT (-46.598066 -23.583204)",D011200270,15341,,830,,2012/01/12,0120,4,D,,27,339,,,10000000000000000,0100,VP,18,0206,15341,,EPR5477,AU,,,,,AT,,,,
"POINT (-46.659254 -23.605414)",D011200271,12847,05956,,,2012/01/20,1800,2,D,,27,420,,,11000000000000000,0100,VP,53,0206,05956,12847,DPV9274,MO,DIL2885,AU,,,CO,,,,
"POINT (-46.67785 -23.612705)",D011200272,00999,,3235,,2012/01/16,0926,4,D,,27,474,,,00000001000000000,0100,IB,34,0206,00999,,DJC0672,OU,,,,,AT,,,,
"POINT (-46.672297 -23.617625)",D011200273,09764,17518,,,2012/01/17,1739,4,D,,27,531,,,10000000000000000,0100,IB,15,0206,09764,17518,DTA5626,AU,,,,,AT,,,,
"POINT (-46.675905 -23.605942)",D011200274,00999,,2468,,2012/01/25,2300,2,D,,27,554,,,01000000000000010,0100,IB,34,0206,00999,,,SI,LKL9812,MO,,,CO,,,,
"POINT (-46.664402 -23.612406)",D011200275,14531,14050,,,2012/01/18,1745,4,D,,27,573,,,10000000000000000,0100,IB,53,0206,14050,14531,DYB4247,AU,,,,,AT,,,,
"POINT (-46.658806 -23.599995)",D011200276,08944,09159,,,2012/01/18,2230,2,D,,27,587,,,10000000000000010,0100,IB,53,0206,08944,17003,,SI,AOU0526,AU,,,CT,,,,
"POINT (-46.658493 -23.604609)",D011200277,12847,14086,,,2012/01/19,1700,2,D,,27,621,,,10000001000000000,0300,IB,53,0207,12847,14086,ERC1026,AU,,OU,,,CO,,,,
"POINT (-46.671217 -23.621294)",D011200278,12453,33018,,,2012/01/16,1720,2,D,,27,664,,,20000000000000000,0100,IB,15,0207,12453,33018,DSK8873,AU,EUH2182,AU,,,CO,,,,
"POINT (-46.674711 -23.617088)",D011200279,10918,10076,,,2012/01/22,2229,2,D,,27,740,,,11000000000000000,0100,IB,15,0207,10076,10918,GUQ7431,AU,EJM4017,MO,,,CO,,,,
"POINT (-46.668852 -23.633923)",D011200281,31498,19931,,,2012/01/24,1550,2,D,,27,799,,,01000000000100000,0100,IB,15,0207,19931,31498,EIS6011,CM,DOB6205,MO,,,SI,,,,
"POINT (-46.666511 -23.607988)",D011200282,08944,15797,,,2012/01/29,0230,2,D,,27,946,,,01010000000000000,0100,IB,53,0207,08944,15797,AUR0998,CA,DOI3613,MO,,,CO,,,,
"POINT (-46.66065 -23.618413)",D011200283,19100,,4200,,2012/01/29,0423,2,D,,27,948,,,10000000000000000,0100,PB,24,0207,19100,,ENS1671,AU,,,,,CH,,,,
"POINT (-46.648604 -23.627288)",D011200284,19100,,5688,,2012/01/29,1741,2,D,,27,963,,,10000000000000000,0100,PB,24,0207,19100,,ERX8620,AU,,,,,SI,,,,
"POINT (-46.666131 -23.629688)",D011200285,18640,,253,,2012/01/30,2015,4,D,,27,1003,,,01000000000000000,0200,VM,30,0207,18640,,EJR0900,MO,,,,,AT,,,,
"POINT (-46.667571 -23.629534)",D011200286,19931,,5744,,2012/01/31,1020,2,D,,27,1027,,,11000000000000000,0100,SA,30,0207,19931,,ELG4056,AU,EQP4807,MO,,,SI,,,,
"POINT (-46.673149 -23.61336)",D011200287,19179,,142,,2012/01/31,1801,2,D,,27,1045,,,11000000000000000,0100,SA,30,0208,19179,,EGY3462,MO,DDQ2704,AU,,,QM,,,,
"POINT (-46.645665 -23.627789)",D011200288,09334,08274,,,2012/01/19,1030,2,D,,27,1066,,,01000000000000000,0100,SA,79,0208,08274,09334,DAA8474,MO,,,,,QM,,,,
"POINT (-46.659464 -23.608199)",D011200289,11398,,312,,2012/01/28,1815,2,D,,27,1073,,,11000000000000000,0100,IB,53,0208,11398,,EMQ2927,AU,EXE5120,MO,,,CO,,,,
"POINT (-46.660683 -23.634602)",D011200290,24507,,182,,2012/01/26,1330,2,D,,27,1163,,,11000000000000000,0100,VM,30,0208,24507,,DPM7114,AU,DZN8991,MO,,,CL,,,,
"POINT (-46.661986 -23.640314)",D011200291,03583,14119,,,2012/01/08,1420,2,D,,27,210,,,01000000000000000,0100,VM,37,0208,03583,14119,EJR4494,MO,,,,,QM,,,,
"POINT (-46.661153 -23.626205)",D011200292,19931,,6800,,2012/01/16,0044,2,D,,27,655,,,01000000000000000,0100,SA,30,0208,19931,,,MO,,,,,QM,,,,
"POINT (-46.661735 -23.649019)",D011200293,00449,04596,,,2012/01/01,0700,2,D,,35,11,,,10000000000000000,0200,SA,37,0209,00449,04596,EEL3244,AU,,,,,CH,,,,
"POINT (-46.65298 -23.663128)",D011200294,12377,,704,,2012/01/03,0820,2,D,,35,16,,,11000000000000000,0100,VM,37,0209,12377,,,AU,ECS6808,MO,,,CO,,,,
