WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_ACIDE
"POINT (-46.7631872649371 -23.58528750055)",D081400804,07405,,136,,2014/08/06,1720,2,,,30000000000000000,0200,OE2,66,0339,07405,,CH
"POINT (-46.7111369679721 -23.5596450498462)",D081400805,12502,,12,,2014/08/15,1215,2,,,01000000000100000,0100,PB,12,0339,13014,,OU
"POINT (-46.7615693177689 -23.5699903892212)",D081400806,18605,13019,,,2014/08/15,1409,2,,,11000000000000000,0100,OE2,68,0339,13019,18605,CV
"POINT (-46.7136678217832 -23.5696885544637)",D081400807,19817,,957,,2014/08/20,0920,2,,,21000000000000000,0100,OE2,12,0339,19817,,CO
"POINT (-46.7388419769688 -23.5850290951909)",D081400808,16878,,12800,,2014/08/26,0840,2,,,01000000000100000,0100,OE2,12,0339,16878,,CO
"POINT (-46.7533573920821 -23.5866019168096)",D081400809,16878,,14500,,2014/08/27,0740,2,,,11000000000000000,0100,OE2,12,0339,16878,,CO
"POINT (-46.7493816873031 -23.5338820848205)",D081400810,03376,,2,,2014/08/07,0615,2,,,11000000000000000,0100,PB,40,0340,13014,,CO
"POINT (-46.7493816873031 -23.5338820848205)",D081400811,03376,,1,,2014/08/11,0732,2,,,11000000000000000,0200,PB,40,0340,13014,,CT
"POINT (-46.7173901533295 -23.5563963481509)",D081400812,03376,,4700,,2014/08/11,1440,2,,,02000000000100000,0200,PB,12,0340,13014,,CO
"POINT (-46.7615136912013 -23.5725468356389)",D081400813,62227,03307,,,2014/08/13,0900,2,,,20000000000000000,0100,OE2,68,0340,03307,62227,CL
"POINT EMPTY",D081400814,03376,,,NC,2014/08/15,0630,2,,,11000000000000000,0100,,,0340,13014,,CO
"POINT (-46.7530234806128 -23.5336244655377)",D081400815,03376,,181,,2014/08/14,1820,2,I,,11000000000000000,0100,OE2,40,0340,13014,,CO
"POINT (-46.7529048149887 -23.5336343809834)",D081400816,03376,,193,,2014/08/02,1700,2,C,,10000000000000000,0100,OE2,40,0340,13014,,CH
"POINT (-46.7077358944407 -23.5714487034691)",D081400817,19817,16340,,,2014/08/06,1745,4,,,01000000000000000,0100,OE2,12,0340,19817,,AT
"POINT (-46.7723788334523 -23.5825891620402)",D081400818,13019,,5952,,2014/08/11,1730,4,,,01000000000000000,0100,OE2,68,0340,13019,,AT
"POINT (-46.7187996021581 -23.5758665637936)",D081400819,16878,,10700,,2014/08/13,1500,2,,,11000000000000000,0100,OE2,12,0340,16878,,CO
"POINT EMPTY",D081400820,03376,,,NC,2014/08/14,2330,2,,,01020000000000000,0100,,,0341,13014,,CL
"POINT (-46.7393326869743 -23.5849362815979)",D081400821,16878,,,PXR.AUGUST FARI,2014/08/15,1900,2,,,11000000000000000,0100,OE2,12,0341,16878,,CO
"POINT (-46.7474634509092 -23.5860544874892)",D081400823,16878,,13800,,2014/08/16,2200,2,,,11000000000000000,0100,OE2,12,0341,16878,,CO
"POINT (-46.701592336498 -23.6171601807765)",D081400824,12502,,8500,,2014/08/18,2335,2,I,,01000000000100000,0100,SO3,55,0341,13014,,CT
"POINT (-46.7405596212808 -23.5849505305197)",D081400825,16878,,13000,,2014/08/21,2110,2,,,01000000000100000,0100,OE2,12,0341,16878,,CO
"POINT (-46.7476534151684 -23.5664897601811)",D081400826,14685,,1177,,2014/08/25,2000,2,,,20000000000000000,0100,OE2,68,0341,14685,,CT
"POINT (-46.7511984830856 -23.5866306979356)",D081400827,16878,,14100,,2014/08/26,2215,2,,,03000000000000000,0300,OE2,12,0341,16878,,CT
"POINT (-46.7076426362377 -23.5714794371709)",D081400828,19817,,300,,2014/08/27,1740,2,,,20000000000000000,0100,OE2,12,0341,19817,,CT
"POINT (-46.7317959307346 -23.5818077246366)",D081400829,16878,,12200,,2014/08/29,2030,2,,,11100000000000000,0100,OE2,12,0342,16878,,CT
"POINT (-46.8069962305976 -23.5928981106271)",D081400830,16878,,1,,2014/08/30,1350,2,,,11000000000000000,0100,,,0342,16878,,CO
"POINT (-46.7562908552227 -23.5747768308012)",D081400831,21766,,200,,2014/08/30,1535,2,,,12000000000000000,0200,OE2,68,0342,21766,,CO
"POINT (-46.7670206464362 -23.5733042209715)",D081400832,39087,,51,,2014/08/06,1950,2,,,11000000000000000,0100,OE2,68,0342,39087,,CO
"POINT (-46.7224532366833 -23.6003809816137)",D081400833,08000,,2000,,2014/08/01,0630,2,,,11000000000000000,0100,SO3,96,0343,08000,,CO
"POINT (-46.7268992098365 -23.6101571736596)",D081400834,08000,,2748,,2014/08/01,0950,4,,,00000000000100000,0100,SO3,96,0343,08000,,AT
"POINT (-46.7468342075829 -23.5617083203865)",D081400835,05309,,4077,,2014/08/04,0851,4,C,,01000000000000000,0200,OE2,68,0343,05309,,AT
"POINT (-46.7422254335444 -23.5401269684458)",D081400836,03376,,1000,,2014/08/04,1030,2,,,11000000000000000,0100,PB,40,0343,13014,,CO
"POINT (-46.7509697088045 -23.5632031086568)",D081400837,13019,,2787,,2014/08/01,1240,2,,,11000000000000000,0100,OE2,68,0343,13019,,QM
"POINT (-46.7486735170052 -23.5344903573977)",D081400838,03376,,100,,2014/08/06,0700,2,,,01000000000100000,0100,PB,40,0343,13014,,CO
"POINT (-46.7345152613651 -23.5456222801618)",D081400839,35637,,,NC,2014/08/07,1430,2,,,21000000000000000,0200,PB,40,0343,35637,,CO
"POINT (-46.7453365460455 -23.5682842175259)",D081400840,17941,,82,,2014/08/06,0930,2,,,11000000000000000,0100,OE2,68,0343,17941,,CO
"POINT (-46.7418726325921 -23.5741982301786)",D081400841,14685,,203,,2014/08/09,1640,2,,,20000000000000000,0100,OE2,68,0343,14685,,CT
"POINT (-46.7526178356278 -23.5635702918194)",D081400842,05141,13019,,,2014/08/12,0830,4,,,01000000000000000,0100,OE2,68,0343,05141,13019,AT
"POINT (-46.7499344211083 -23.5645514668608)",D081400843,17162,,400,,2014/08/12,1000,4,,,10000000000000000,0100,OE2,68,0343,17162,,AT
"POINT (-46.7339964365222 -23.5538640471556)",D081400844,13019,19092,,,2014/08/07,1000,2,,,11000000000000000,0100,OE2,12,0344,13019,19092,CO
"POINT (-46.7369553725625 -23.5738784430573)",D081400845,08603,,180,,2014/08/13,0900,2,,,11000000000000000,0100,OE2,68,0344,08603,,CO
"POINT (-46.7348944205034 -23.5531819284802)",D081400846,19092,,120,,2014/08/20,0824,2,,,11000000000000000,0100,OE2,40,0344,19092,,CO
"POINT (-46.7475653079567 -23.5734442428273)",D081400847,15185,,685,,2014/08/22,0700,2,,,11000000000000000,0100,OE2,68,0344,15185,,CO
"POINT (-46.6570647301061 -23.5341839241459)",D081400848,02670,,2700,,2014/08/15,1750,2,,,10000000010000000,0200,OE1,70,0344,02670,,CO
"POINT (-46.7321031844123 -23.548929308962)",D081400849,13019,03376,,,2014/08/17,0740,2,,,10000000000000000,0100,PB,12,0344,03376,13019,CH
"POINT (-46.7444233241879 -23.565620796966)",D081400850,15386,,1,,2014/08/20,0650,2,,,11000000000000000,0100,OE2,68,0344,15386,,CF
"POINT (-46.7468503982836 -23.567583553085)",D081400851,14685,,950,,2014/08/24,1447,2,,,11000000000000000,0100,OE2,68,0344,14685,,CO
"POINT (-46.7364236010437 -23.5454401614176)",D081400852,03376,,1729,,2014/08/24,1820,2,,,21000000000000000,0100,PB,40,0344,13014,,CO
"POINT (-46.7549626848892 -23.5348248056174)",D081400853,00831,,2434,,2014/08/27,1930,4,,,10000000000000000,0100,OE2,40,0344,00831,,AT
"POINT (-46.7424762390823 -23.5680544455211)",D081400854,05309,10759,,,2014/08/28,0750,2,,,01000000000100000,0100,OE2,68,0345,05309,10759,CO
"POINT (-46.746291972067 -23.5579335780968)",D081400855,09836,,100,,2014/08/30,1720,4,,,01000000000000000,0200,OE2,40,0345,09836,,AT
"POINT (-46.7334035807345 -23.5448609843635)",D081400856,35637,,1,,2014/08/31,0227,2,,,10000000000000000,0300,PB,02,0345,35637,,CP
"POINT (-46.601115954139 -23.5103738398628)",D081400857,08466,,1500,,2014/08/25,2000,2,,,20000000000000000,0100,CN2,88,0401,08466,,CT
"POINT (-46.6194937495946 -23.502955401544)",D081400858,02455,,900,,2014/08/06,1150,2,,,11000000000000000,0100,CN2,71,0401,02455,,CO
"POINT (-46.6036179502584 -23.4965771105082)",D081400859,14609,,10,,2014/08/01,1220,4,,,10000000000000000,0100,CN2,88,0401,14609,,AT
"POINT (-46.6223228852366 -23.4999073681526)",D081400860,14916,,327,,2014/08/05,0550,2,,,20000000000000000,0300,CN2,71,0401,14916,,CO
"POINT (-46.6124068032096 -23.497243770966)",D081400861,36061,,651,,2014/08/05,1205,2,,,10100000000000000,0100,CN2,88,0401,36061,,CO
"POINT (-46.6083095240074 -23.5162139095676)",D081400862,10622,,20,,2014/08/07,0430,2,,,01000000000000000,0100,CN2,88,0401,10622,,QM
"POINT (-46.6051922196876 -23.4989698595324)",D081400863,12926,,627,,2014/08/07,0910,2,,,20000000000000000,0100,CN2,88,0401,12926,,CO
"POINT (-46.6159235060545 -23.5020533221042)",D081400864,02455,,1270,,2014/08/08,0908,2,,,11000000000000000,0100,CN2,71,0401,02455,,CO
"POINT (-46.6246789605662 -23.5056412163249)",D081400865,05567,,2858,,2014/08/15,0840,4,,,00000001000000000,0100,CN2,71,0401,05567,,AT
"POINT (-46.624637785903 -23.504296118873)",D081400866,05567,,3000,,2014/08/26,1429,4,,,10000000000000000,0100,CN2,71,0401,05567,,AT
"POINT (-46.6139887700833 -23.5012676890567)",D081400867,02455,,,PROX R.CAMARES,2014/08/22,0400,2,,,20000000000000000,0100,CN2,88,0401,02455,,CO
"POINT (-46.6246789605662 -23.5056412163249)",D081400868,05567,,2858,,2014/08/13,1830,2,,,11000000000000000,0100,CN2,71,0402,05567,,CO
"POINT (-46.611332650015 -23.4944712546659)",D081400869,36061,,950,,2014/08/28,1100,4,B,,01000000000000000,0200,CN2,88,0402,36061,,AT
"POINT (-46.6151526673713 -23.5059858446654)",D081400870,04219,,1309,,2014/08/01,1822,2,B,,11000000000000000,0100,CN2,88,0402,04219,,CO
"POINT (-46.6219072443031 -23.4991565748914)",D081400871,17843,,507,,2014/08/02,1140,4,,,10000000000000000,0100,CN2,71,0402,17843,,AT
"POINT (-46.6146938314527 -23.5006617550263)",D081400872,36061,,199,,2014/08/02,1200,2,,,11000000000000000,0100,CN2,88,0402,36061,,CO
"POINT (-46.622337198164 -23.5010361989854)",D081400873,20089,06110,,,2014/08/07,0308,2,,,20000000000000000,0200,CN2,71,0402,06110,20089,CO
"POINT (-46.609924932625 -23.5193524392243)",D081400874,12457,,100,,2014/08/07,1440,2,,,21000000000000000,0100,CN2,88,0402,12457,,CO
"POINT (-46.6018538811668 -23.5136980327212)",D081400875,16759,,374,,2014/08/07,1600,4,,,00010000000000000,0100,CN2,88,0402,16759,,AT
"POINT (-46.6082290656464 -23.5160558956499)",D081400876,10622,,38,,2014/08/08,1840,2,,,20000000000000000,0300,CN2,88,0402,10622,,CO
"POINT (-46.6168025916842 -23.5148928368044)",D081400877,41394,,500,,2014/08/08,2030,4,,,10000000000000000,0100,CN2,88,0402,41394,,AT
"POINT (-46.6112647661239 -23.4941305160326)",D081400878,36061,,988,,2014/08/12,1550,2,,,11000000000000000,0100,CN2,88,0403,36061,,CO
"POINT (-46.6211759270606 -23.5005020415583)",D081400879,11257,,489,,2014/08/12,2230,4,B,,00100000000000000,0100,CN2,71,0403,11257,,AT
"POINT (-46.6159254680279 -23.4858173272383)",D081400880,15630,,42,,2014/08/13,1530,4,,,10000000000000000,0100,CN2,71,0403,15630,,AT
"POINT (-46.7473410041488 -23.5199062175346)",D081400881,29772,,100,,2014/08/15,2150,2,,E,10000000000000000,0100,TT,39,0403,29772,,CH
"POINT (-46.614345256698 -23.5004536048693)",D081400882,36061,,200,,2014/08/21,1700,4,,,01000000000000000,0100,CN2,88,0403,36061,,AT
"POINT (-46.7475821003607 -23.5205440972772)",D081400883,29772,,21,,2014/08/19,0730,4,,,10000000000000000,0100,TT,39,0404,29772,,AT
"POINT (-46.6545761392611 -23.5031348836756)",D081400884,04533,,1316,,2014/08/19,1600,2,,,11000000000000000,0100,CN1,21,0404,04533,,CO
"POINT (-46.6347461674016 -23.5180734142406)",D081400885,02421,22968,,,2014/08/01,0740,2,,,11000000000000000,0100,TT,71,0404,02421,22968,CO
"POINT (-46.6541860879 -23.5159557121663)",D081400886,15188,,26,,2014/08/03,1118,4,,,00000000000000010,0100,TT,21,0404,29772,,AT
"POINT (-46.6322835065179 -23.5182531332047)",D081400887,02421,,13500,,2014/08/04,1230,2,,,11000000000000000,0100,TT,71,0404,29772,,CL
"POINT (-46.6421391826191 -23.5153232602964)",D081400888,27187,,1200,,2014/08/05,1330,2,,,11000000000000000,0100,CN1,71,0404,27187,,CL
"POINT (-46.6655985620053 -23.5078130018625)",D081400889,16958,,594,,2014/08/05,1425,4,,,10000000000000000,0100,CN1,21,0404,16958,,AT
"POINT (-46.6307481157173 -23.5182328328543)",D081400891,02421,,2212,,2014/08/05,1530,2,,,01000000000100000,0100,TT,71,0404,29772,,SI
"POINT (-46.6571828480257 -23.5109879841792)",D081400892,09841,,138,,2014/08/07,0900,2,,,11000000000000000,0100,CN1,21,0404,09841,,CO
"POINT (-46.6592966603659 -23.5119917621707)",D081400893,17832,04794,,,2014/08/07,0800,4,C,,10000000000000000,0100,CN1,21,0404,04794,17832,AT
"POINT (-46.6591229025725 -23.5149032560271)",D081400894,08898,,320,,2014/08/07,0920,2,,,20000000000000000,0200,CN1,21,0404,08898,,CL
"POINT (-46.6666967948692 -23.5076539677835)",D081400895,00992,,70,,2014/08/08,0905,2,,,11000000000000000,0100,CN1,21,0405,00992,,CP
"POINT (-46.6514083070229 -23.4968973199548)",D081400896,19903,,507,,2014/08/09,1100,2,,,10000000000100000,0100,CN1,21,0405,19903,,CL
"POINT (-46.6318679465313 -23.5142137903882)",D081400897,27187,,300,,2014/08/09,2100,2,,,10000000000000000,0200,CN1,71,0405,27187,,CH
"POINT (-46.6553495472089 -23.4906073337864)",D081400898,03813,,3200,,2014/08/10,1415,2,,,11000000000000000,0100,CN1,21,0405,03813,,CO
"POINT EMPTY",D081400899,02421,,99999,,2014/08/13,0737,2,B,,11000000000000000,0100,,,0405,29772,,CT
"POINT (-46.6551060992553 -23.5055274264532)",D081400901,19379,,601,,2014/08/14,1650,4,C,,10000000000000000,0100,CN1,21,0405,19379,,AT
"POINT (-46.6296410641762 -23.5166213103041)",D081400902,17799,,774,,2014/08/13,2000,2,,,01000000000000000,0200,TT,71,0405,17799,,QM
"POINT (-46.654313135328 -23.5131765575863)",D081400903,22321,,100,,2014/08/13,1900,4,,,10000000000000000,0100,CN1,21,0405,22321,,AT
"POINT (-46.644424114345 -23.5004742490913)",D081400904,03278,,254,,2014/08/15,1406,4,,,00000000100000000,0100,CN1,21,0405,03278,,AT
"POINT (-46.6477640716151 -23.487918770441)",D081400905,03813,,4141,,2014/08/15,1830,2,C,,11000000000000000,0100,CN1,71,0405,03813,,CT
"POINT (-46.630051762544 -23.4956874246926)",D081400906,14242,,409,,2014/08/15,1800,2,C,,11000000000000000,0100,CN1,71,0405,14242,,CO
"POINT (-46.6417686782625 -23.5152010143709)",D081400907,22662,,1716,,2014/08/16,1640,2,,,11000000000000000,0100,CN1,71,0406,22662,,CT
"POINT (-46.6417776636852 -23.4982632755727)",D081400908,09078,,590,,2014/08/17,0221,2,,,01000000000000010,0100,CN1,71,0406,09078,,CT
"POINT (-46.6429584719257 -23.4994525822574)",D081400909,04533,,1,,2014/08/17,0830,2,,,10000000000000000,0100,CN1,71,0406,04533,,CH
"POINT (-46.6553172865879 -23.490556384411)",D081400910,03813,,3210,,2014/08/20,0640,2,,,20000000000000000,0100,CN1,21,0406,03813,,CO
"POINT (-46.6548670627418 -23.5058474716645)",D081400911,19379,,461,,2014/08/21,0655,4,,,10000000000000000,0100,CN1,21,0406,19379,,AT
"POINT (-46.6629603373339 -23.7419440388335)",D081400912,05275,,1,,2014/08/21,0600,4,,,10000000000000000,0100,SU3,30,0406,05275,,AT
"POINT (-46.6312279796065 -23.5002916183858)",D081400913,00719,,466,,2014/08/22,0130,2,,,11000000000000000,0100,CN1,71,0406,00719,,CL
"POINT (-46.636986450376 -23.4890311259529)",D081400914,14242,,1519,,2014/08/22,2200,4,,,00000001000000000,0100,CN1,71,0406,14242,,AT
"POINT (-46.6567784315861 -23.496811129788)",D081400915,06748,,868,,2014/08/25,1500,2,B,,11000000000000000,0100,CN1,21,0406,06748,,CT
"POINT (-46.6530754676282 -23.509984583529)",D081400916,03637,,700,,2014/08/25,1610,2,,,11000000000100000,0100,CN1,21,0406,03637,,CL
"POINT (-46.6485522769545 -23.4980141891155)",D081400917,10904,02354,,,2014/08/26,0730,2,,,11000000000000000,0100,CN1,21,0406,02354,10904,CO
"POINT (-46.6531646295563 -23.5124280454783)",D081400918,03637,,400,,2014/08/26,1125,2,,,11000000000000000,0100,CN1,21,0407,03637,,CO
"POINT (-46.625145886661 -23.5032105130267)",D081400920,11702,,130,,2014/08/21,1600,4,,,00000001000000000,0100,CN2,71,0407,11702,,AT
"POINT (-46.6263738704821 -23.4973790581237)",D081400921,14242,,53,,2014/08/29,1215,2,B,,20000000000100000,0100,CN2,71,0407,14242,,CL
"POINT (-46.6539306041257 -23.5159798283918)",D081400922,15188,,1,,2014/08/29,1730,2,,,01000000000200000,0100,TT,21,0407,29772,,CO
"POINT (-46.6601622094371 -23.5119293472727)",D081400923,02479,,305,,2014/08/30,1050,2,,,30000000000000000,0100,CN1,21,0407,02479,,CT
"POINT (-46.5948505078266 -23.5102736042223)",D081400924,01930,,1586,,2014/08/06,0735,2,,,11000000000000000,0100,CN2,91,0408,01930,,CL
"POINT (-46.5849846430313 -23.5129539026628)",D081400925,02099,,936,,2014/08/07,1215,4,,,10000000000000000,0200,CN2,91,0408,02099,,AT
"POINT (-46.5937121169503 -23.5145842144461)",D081400926,03830,06790,,,2014/08/08,0800,2,,,11000000000000000,0100,CN2,91,0408,03830,06790,CF
"POINT (-46.5769104232772 -23.5050482100791)",D081400927,19032,,600,,2014/08/18,1150,2,,,11000000000000000,0100,CN2,91,0408,19032,,CO
"POINT (-46.592227059845 -23.5099522373371)",D081400928,07840,,129,,2014/08/05,1630,2,,,10000000000100000,0200,CN2,91,0408,07840,,CO
"POINT (-46.5795833104298 -23.5164283764736)",D081400929,27099,,23000,,2014/08/22,1700,2,,,12000000000000000,0200,CN2,91,0408,27099,,CT
"POINT (-46.5850661469662 -23.5217810082817)",D081400930,27099,,23000,,2014/08/27,0755,2,,,10000000000100000,0300,CN2,91,0408,27099,,CT
"POINT (-46.5936379622945 -23.5109129141313)",D081400931,11230,05626,,,2014/08/26,1300,2,,,01000000000000000,0100,CN2,91,0408,05626,11230,QM
"POINT (-46.5891005893946 -23.5105125490731)",D081400932,17615,,10,,2014/08/02,1710,2,,,11000000000000000,0200,CN2,91,0409,17615,,CO
"POINT (-46.5872548915161 -23.5206728794908)",D081400933,28156,00967,,,2014/08/02,2050,2,,,40000000000000000,0200,CN2,91,0409,00967,28156,CO
"POINT (-46.5889333362359 -23.5281422859413)",D081400934,27099,,1,,2014/08/06,2310,2,,,11000000000000000,0100,CN2,91,0409,27099,,CO
"POINT (-46.5829982617335 -23.5160554977807)",D081400936,07840,,1300,,2014/08/23,0224,2,,,00010000000000000,0100,CN2,91,0409,07840,,CH
"POINT (-46.5909547530563 -23.5182179222549)",D081400937,15131,28156,,,2014/08/23,1730,2,,,11000000000000000,0100,CN2,91,0409,15131,28156,CO
"POINT (-46.5893432978497 -23.5179972426654)",D081400938,08478,,1300,,2014/08/25,1830,2,,,11000000000000000,0100,CN2,91,0409,08478,,CT
"POINT (-46.5905667638211 -23.5018320162757)",D081400939,00475,,1520,,2014/08/31,0225,2,,,10000000000000000,0100,CN2,91,0409,00475,,CH
"POINT (-46.6026789992312 -23.4611626488976)",D081400940,18151,,1889,,2014/08/26,1200,2,,,11000000000000000,0100,CN2,83,0410,18151,,CO
"POINT (-46.6190736283757 -23.4749199644364)",D081400941,00351,,1620,,2014/08/02,0900,2,,,10000000000000000,0100,CN2,84,0410,00351,,CH
"POINT (-46.6144708214022 -23.4794603472002)",D081400942,19519,,700,,2014/08/06,2030,2,,,20000000000000000,0100,CN2,84,0410,19519,,CO
"POINT (-46.6244758048554 -23.4800025195045)",D081400943,11999,,330,,2014/08/07,0200,2,,,10000000000000000,0200,CN2,51,0410,11999,,CH
"POINT (-46.6035639191964 -23.4645583190331)",D081400944,18151,,1700,,2014/08/07,0630,2,C,,11000000000000000,0100,CN2,84,0410,18151,,CL
"POINT (-46.6067700311721 -23.4719633594783)",D081400945,18151,,730,,2014/08/07,0800,2,C,,11000000000000000,0100,CN2,84,0410,18151,,CT
"POINT (-46.6225478407893 -23.4838915018226)",D081400946,00351,,582,,2014/08/07,0900,2,C,,01000001000000000,0100,CN2,71,0410,00351,,CL
"POINT (-46.6339418038232 -23.4893477201911)",D081400948,71701,,433,,2014/08/11,1025,2,,,10000000000000000,0100,CN1,71,0410,71701,,CH
"POINT (-46.6214799016598 -23.4876538503732)",D081400949,14767,07816,,,2014/08/04,1230,2,,,11000000000000000,0100,CN2,71,0410,07816,14767,CO
"POINT (-46.6278741104303 -23.4723416104801)",D081400950,70413,,1880,,2014/08/15,0515,2,,,10000000000000000,0200,CN2,51,0411,70413,,CH
"POINT (-46.6027079163786 -23.4613118967503)",D081400951,18151,,2000,,2014/08/15,0520,2,C,,01000000000100000,0200,CN2,83,0411,18151,,CT
"POINT (-46.6234304809092 -23.4849096993191)",D081400952,16812,,27,,2014/08/19,0745,4,,,00100000000000000,0100,CN2,71,0411,16812,,AT
"POINT (-46.6131277588484 -23.4736282117885)",D081400953,19813,,50,,2014/08/20,2030,4,,,00000000000100000,0100,CN2,84,0411,19813,,AT
"POINT (-46.6343854268484 -23.4756547325492)",D081400954,20087,06668,,,2014/08/21,0829,2,C,,11000000000000000,0100,CN1,51,0411,06668,20087,CL
"POINT (-46.6089124905888 -23.4755234687145)",D081400955,18151,,244,,2014/08/21,1420,2,C,,10100000000000000,0100,CN2,84,0411,18151,,CT
"POINT (-46.6198950164732 -23.482672630034)",D081400956,00835,,494,,2014/08/23,1000,2,,,11000000000000000,0100,CN2,71,0411,00835,,CO
"POINT (-46.6022839966445 -23.4552241865972)",D081400958,18151,,2697,,2014/08/23,2055,2,,,01000000000000000,0100,CN2,83,0411,18151,,QM
"POINT (-46.5939779396749 -23.4565756341442)",D081400959,13133,,1082,,2014/08/27,1725,2,,,00000001000000000,0100,CN2,83,0411,13133,,QF
"POINT (-46.6245931737182 -23.4906675574291)",D081400960,20089,,1698,,2014/08/28,1400,2,,,20000000000000000,0100,CN2,71,0411,20089,,CO
"POINT (-46.6032759382233 -23.4633682618693)",D081400961,18151,,1763,,2014/08/29,0730,2,C,,01000000000100000,0100,CN2,84,0412,18151,,CT
"POINT (-46.6089466812874 -23.4503968115873)",D081400962,76248,,140,,2014/08/29,1720,2,,,11000000000000000,0200,CN2,83,0412,76248,,CO
"POINT (-46.5817854392459 -23.4106141294508)",D081400963,18151,,16000,,2014/08/30,1850,2,,,01000000000000000,0100,CN2,83,0412,18151,,QM
"POINT (-46.5885904075256 -23.420380561285)",D081400964,18151,,8000,,2014/08/30,1830,4,C,,00000000000100000,0100,CN2,83,0412,18151,,AT
"POINT (-46.6150248507434 -23.4582610432561)",D081400965,13133,14767,,,2014/08/31,1830,2,,,01000000000100000,0100,CN2,83,0412,13133,14767,CO
"POINT (-46.7043051835205 -23.4969373739657)",D081400966,36284,,287,,2014/08/05,1200,2,,,11000000000000000,0100,NO2,29,0413,36284,,CO
"POINT (-46.7098804348731 -23.4919371581247)",D081400967,05947,,1880,,2014/08/02,1030,2,,,01010000000000000,0100,NO1,64,0413,05947,,CF
"POINT (-46.6875513004742 -23.502466462922)",D081400968,08616,03771,,,2014/08/07,0740,2,,,11000000000000000,0100,NO2,50,0413,03771,08616,CL
"POINT (-46.6886970275795 -23.490536540006)",D081400970,34562,,100,,2014/08/19,0750,2,,,01000000000000000,0100,NO2,29,0413,34562,,QM
"POINT (-46.693556367294 -23.5061038295957)",D081400971,13417,,2147,,2014/08/14,1130,2,,,01000000000100000,0100,NO2,29,0413,13417,,CO
"POINT (-46.7064372646236 -23.5011844717938)",D081400972,05947,,640,,2014/08/15,0900,2,,,11000000000000000,0100,NO1,64,0413,05947,,CT
"POINT (-46.6974938347901 -23.4948464049947)",D081400973,09420,,730,,2014/08/15,1415,2,,,20000000000000000,0100,NO2,29,0413,09420,,CT
"POINT (-46.6926877312258 -23.4868044045159)",D081400974,09420,,1800,,2014/08/08,1620,2,,,11000000000000000,0100,NO2,29,0413,09420,,SI
"POINT (-46.7084102753894 -23.4940269656162)",D081400975,28372,,50,,2014/08/20,0940,4,,,10000000000000000,0100,NO2,29,0413,28372,,AT
"POINT (-46.7105044314147 -23.4892845715098)",D081400976,05947,,1,,2014/08/04,1815,2,B,,01000000000000000,0100,NO1,29,0413,05947,,QM
"POINT (-46.7064372646236 -23.5011844717938)",D081400977,05947,,640,,2014/08/21,0640,4,C,,01000000000000000,0200,NO1,64,0413,05947,,AT
"POINT (-46.6972317485012 -23.4912699731322)",D081400978,06361,,175,,2014/08/20,1848,4,C,,10000000000000000,0100,NO2,29,0413,06361,,AT
"POINT (-46.7064906875051 -23.5031196750224)",D081400979,05947,,441,,2014/08/22,0800,2,C,,01000000000000000,0100,NO1,64,0414,05947,,QM
"POINT (-46.6844839517294 -23.4969265894855)",D081400980,03771,,1000,,2014/08/25,0747,4,B,,00100000000000000,0100,NO2,50,0414,03771,,AT
"POINT (-46.7013831152561 -23.4807814934909)",D081400981,06361,,1500,,2014/08/27,0620,2,,,00100000000000000,0100,NO2,29,0414,06361,,QD
"POINT (-46.6933978505588 -23.507253558326)",D081400982,13417,,2023,,2014/08/28,1000,2,,,11000000000000000,0100,TT,29,0414,13417,,CL
"POINT (-46.7105044314147 -23.4892845715098)",D081400983,05947,,1,,2014/08/12,1840,2,,,01000000000100000,0100,NO1,29,0414,05947,,SI
"POINT (-46.6854272048132 -23.4777503954178)",D081400984,34562,,900,,2014/08/11,1410,2,B,,11000000000000000,0100,NO2,11,0414,34562,,CO
"POINT (-46.6936088698922 -23.505469702196)",D081400985,13417,,2230,,2014/08/01,1845,4,,,01000000000000000,0100,NO2,29,0414,13417,,AT
"POINT (-46.7033670122434 -23.4964814093311)",D081400986,36284,,310,,2014/08/02,1330,2,,,11000000000000000,0100,NO2,29,0414,36284,,CO
"POINT (-46.6717234526059 -23.4775703534193)",D081400987,75694,,73,,2014/08/03,1855,4,,,00000000000000010,0100,CN1,13,0414,75694,,AT
"POINT (-46.7057967158822 -23.5069329343013)",D081400988,05947,28914,,,2014/08/04,0118,2,,,01000000000000010,0100,TT,64,0414,05947,28914,CT
"POINT (-46.7070752978538 -23.4979188677537)",D081400989,05947,,1021,,2014/08/06,1800,2,C,,11000000000000000,0100,NO1,64,0414,05947,,CO
"POINT (-46.6868173804053 -23.4891648049091)",D081400990,16954,,48,,2014/08/06,2326,4,,,10000000000000000,0100,NO2,29,0414,16954,,AT
"POINT (-46.7076821711193 -23.4963931673876)",D081400991,05947,,1200,,2014/08/07,1655,2,,,01000001000000000,0100,NO1,29,0415,05947,,CO
"POINT (-46.6935982958061 -23.5057990570354)",D081400992,13417,,2208,,2014/08/16,0105,2,,,11000000000000000,0100,NO2,29,0415,13417,,CO
