WKT,Cadlog,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Dia
"POINT (-46.683958 -23.785982)",,D011101252,38548,,126,,2011/01/24,1700,4,D,,25,216,,,01000000000000000,0100,CS,32,0604,38548,,DUZ5954,MO,,,,,AT,,,,
"POINT (-46.721201 -23.826535)",,D011101253,25746,,200,,2011/01/24,2105,4,D,,25,217,,,01000000000000000,0200,CS,76,0604,25746,,,MO,,,,,AT,,,,
"POINT (-46.695282 -23.777115)",,D011101254,32541,,2683,,2011/01/03,0500,2,D,,25,226,C,,01000000000000000,0100,CS,32,0604,32541,,DZO1689,MO,,,,,CH,,,,
"POINT (-46.666492 -23.655021)",,D011101255,34128,,1345,,2011/01/04,0645,2,D,,43,34,,,30110000000000000,0100,SA,42,0605,34128,,DRB3250,AU,CRF5866,AU,DIO9516,AU,CO,,,,
"POINT (-46.650879 -23.668731)",,D011101256,05606,,3600,,2011/01/04,2240,2,D,,43,46,,,20000000000000000,0200,SA,22,0605,05606,,EMX6914,AU,DRH4278,AU,,,CO,,,,
"POINT (-46.667365 -23.654264)",,D011101257,34128,,1215,,2011/01/09,0600,2,D,,43,133,,,20010000000000000,0400,SA,42,0605,34128,,DGO9138,CA,CTI3164,AU,DLA2322,AU,CO,,,,
"POINT (-46.644619 -23.672523)",,D011101258,05606,17157,,,2011/01/08,2230,2,D,,43,161,,,20000000000000000,0100,SA,22,0605,05606,17157,CEU2789,AU,CDN0770,AU,,,CT,,,,
"POINT (-46.660137 -23.664294)",,D011101259,16276,,2000,,2011/01/15,0840,2,D,,43,230,,,11000000000000000,0200,SA,42,0605,16276,,EQE0635,MO,CCY4237,AU,,,SI,,,,
"POINT (-46.657938 -23.665622)",,D011101260,05606,,2830,,2011/01/15,1714,2,D,,43,238,,,11000000000000000,0100,SA,22,0605,05606,,DZR3257,MO,ELR0982,AU,,,CO,,,,
"POINT (-46.649283 -23.669551)",,D011101261,05606,,3790,,2011/01/17,1515,2,D,,43,269,B,,11000000000000000,0100,SA,22,0605,05606,,EQD3407,MO,ARH7219,AU,,,CT,,,,
"POINT (-46.675846 -23.659095)",,D011101262,11116,,809,,2011/01/18,1625,4,D,,43,286,,,01000000000000000,0300,SA,22,0605,11116,,DZQ9765,MO,,,,,AT,,,,
"POINT (-46.669695 -23.651739)",,D011101263,34128,,820,,2011/01/19,2249,2,D,,43,309,,,21000000000000000,0200,SA,42,0606,34128,,EQS0622,MO,AQA9616,AU,BMM0424,AU,CO,,,,
"POINT (-46.668578 -23.659206)",,D011101264,73880,75949,,,2011/01/15,1615,2,D,,43,917,,,11000000000000000,0100,SA,,0606,73880,75949,EQD8356,MO,EEG1018,AU,,,CL,,,,
"POINT (-46.662679 -23.661051)",,D011101265,16276,,51,,2011/01/21,1737,2,D,,43,348,,,01000000000100000,0100,SA,42,0606,16276,,DWV1398,MO,CSJ5857,CM,,,CO,,,,
"POINT (-46.667414 -23.654529)",,D011101266,34128,05965,,,2011/01/23,0245,2,D,,43,361,,,20000000000000000,0100,SA,,0606,05965,34128,BZH4416,AU,DAE4735,AU,,,CO,,,,
"POINT (-46.662863 -23.661115)",,D011101267,16276,,50,,2011/01/24,1127,2,D,,43,376,,,11000000000000000,0100,SA,42,0606,16276,,DOA1840,MO,CDW6766,AU,,,SI,,,,
"POINT (-46.663105 -23.661926)",,D011101268,05606,,2180,,2011/01/29,0500,2,D,,43,459,,,10000000000000000,0100,SA,22,0606,05606,,EMC3128,AU,,,,,CH,,,,
"POINT (-46.649193 -23.669604)",,D011101269,05606,,3800,,2011/01/28,1030,2,D,,43,474,,,21000000000000000,0100,SA,22,0606,05606,,DVH1362,MO,CVV4565,AU,ELC1159,AU,SI,,,,
"POINT (-46.778694 -23.676407)",,D011101270,73128,,125,,2011/01/04,1430,2,D,,47,109,,,10000000000000000,0100,CL,29,0607,73128,,EDB5903,AU,,,,,CH,,,,
"POINT (-46.780797 -23.680132)",,D011101271,04975,,1817,,2011/01/05,1120,2,D,,47,143,,,00000001100000000,0100,CL,19,0607,04975,,DTB7628,OU,DJB8352,MC,,,CO,,,,
"POINT (-46.773516 -23.682276)",,D011101272,10740,,1154,,2011/01/11,0650,4,D,,47,337,,,00000000000100000,0100,CL,19,0607,10740,,ANU1274,CM,,,,,AT,,,,
"POINT (-46.783057 -23.672761)",,D011101273,64901,,657,,2011/01/10,1300,2,D,,47,356,,,01000000000100000,0100,CL,29,0607,64901,,EMN4638,CM,DJK2918,MO,,,CO,,,,
"POINT (-46.783429 -23.702528)",,D011101274,12403,,7000,,2011/01/11,2342,2,D,,47,370,,,01000000000100000,0200,CS,42,0607,12403,,EQB8491,MO,EUF2183,CM,,,CO,,,,
"POINT (-46.796345 -23.680403)",,D011101275,09529,,8498,,2011/01/12,0545,2,D,,47,371,,,01000000000000000,0100,CL,29,0607,09529,,EHC7633,MO,,,,,SI,,,,
"POINT (-46.794889 -23.678471)",,D011101276,09529,,8040,,2011/01/12,0640,2,D,,47,376,,,10100000000000000,0100,CL,29,0607,09529,,EBL6584,AU,ECM4979,ON,,,CO,,,,
"POINT (-46.789818 -23.695884)",,D011101277,02001,,01,,2011/01/09,1440,4,D,,47,419,,,01000000000000000,0100,CL,29,0607,02001,,SI,MO,,,,,AT,,,,
"POINT (-46.779046 -23.647943)",,D011101278,61603,,,NC,2011/01/09,2320,2,D,,47,445,,,11000000000000000,0100,CL,29,0607,61603,,DUZ2114,MO,EMS2430,AU,,,CO,,,,
"POINT (-46.783429 -23.702528)",,D011101279,12403,,7000,,2011/01/13,2000,2,D,,47,449,,,11000000000000000,0200,CS,42,0607,12403,,EQP6604,MO,CSC2348,AU,,,SI,,,,
"POINT (-46.789408 -23.683455)",,D011101280,35658,,34,,2011/01/16,0140,2,D,,47,504,,,21000000000000000,0200,CL,29,0608,35658,,SI,MO,CCP2220,AU,CLA6543,AU,CF,,,,
"POINT (-46.772951 -23.671471)",,D011101281,17772,,561,,2011/01/18,0656,2,D,,47,561,,,11000000000000000,0100,CL,29,0608,17772,,EII7658,MO,DMZ2164,AU,,,SI,,,,
"POINT (-46.78282 -23.715206)",,D011101282,12403,,8500,,2011/01/18,1745,2,D,,47,587,,,01001000000000000,0200,CS,42,0608,12403,,DMZ2144,MO,,BI,,,SI,,,,
"POINT (-46.796124 -23.680326)",,D011101285,09529,,8397,,2011/01/23,0800,2,D,,47,723,,,10010000000000000,0400,CL,29,0608,09529,,BKO9795,CA,CNE3721,AU,,,SI,,,,
"POINT (-46.749205 -23.648386)",,D011101287,09529,,1624,,2011/01/13,0500,2,D,,47,826,,,10000000000100000,0100,CL,29,0608,09529,,COI1371,AU,EQL2180,CM,,,CL,,,,
"POINT (-46.782136 -23.664256)",,D011101288,09529,,5859,,2011/01/27,1842,2,D,,47,840,,,21000000000000000,0100,CL,29,0608,09529,,DME7955,AU,DCT1640,MO,CFA1559,AU,CO,,,,
"POINT (-46.772114 -23.66674)",,D011101289,17772,06334,,,2011/01/20,1730,2,D,,47,873,,,11000000000000000,0100,CL,19,0608,06334,17772,EJP0526,MO,EBH3621,AU,,,CO,,,,
"POINT (-46.787004 -23.671483)",,D011101290,09529,,6800,,2011/01/29,0530,2,D,,47,887,,,11000000000000000,0100,CL,29,0609,09529,,HHV8704,MO,JFA5060,AU,,,CO,,,,
"POINT (-46.794483 -23.670692)",,D011101291,17679,,526,,2011/01/29,2309,2,D,,47,899,,,11000000000000000,0200,CL,29,0609,17679,,DZQ7470,MO,CTI1553,AU,,,SI,,,,
"POINT (-46.787892 -23.673079)",,D011101292,09529,,7000,,2011/01/30,0100,2,D,,47,902,,,11000000000000000,0100,CL,29,0609,09529,,DRV6599,MO,HNU1412,AU,,,SI,,,,
"POINT (-46.796159 -23.686837)",,D011101294,00083,,543,,2011/01/21,1146,4,D,,47,1194,,,01001000000000000,0100,CL,19,0609,00083,,,BI,DZS9250,MO,,,AT,,,,
"POINT (-46.714022 -23.705045)",,D011101295,02483,04972,,,2011/01/08,0200,2,D,,48,80,,,30000000000000000,0200,CS,81,0610,02483,04972,ELV9778,AU,CVB1720,AU,BYM2771,AU,CO,,,,
"POINT (-46.68907 -23.721471)",,D011101296,12017,16151,,,2011/01/08,2354,4,D,,48,95,,,01000000000000000,0200,CS,23,0610,12017,16151,EJP6783,MO,,,,,AT,,,,
"POINT (-46.699097 -23.717753)",,D011101297,15507,02483,,,2011/01/09,1848,2,D,,48,101,,,02000000000000000,0100,CS,23,0610,02483,15507,DZR3679,MO,DNN4439,MO,,,CO,,,,
"POINT (-46.69944 -23.710271)",,D011101298,15507,10983,,,2011/01/10,1725,4,D,,48,118,,,10000000000000000,0100,CS,23,0610,10983,15507,ASQ7112,AU,,,,,AT,,,,
"POINT (-46.699644 -23.709836)",,D011101299,15507,,932,,2011/01/13,2220,4,D,,48,151,,,01000000000000000,0200,CS,23,0610,15507,,HAF4673,MO,,,,,AT,,,,
"POINT (-46.7013 -23.70028)",,D011101300,09220,,6092,,2011/01/16,1340,2,D,,48,175,,,02000000000000000,0200,SA,16,0610,09220,,DAA1067,MO,CLR4152,MO,,,CT,,,,
"POINT (-46.700395 -23.706908)",,D011101301,15507,,600,,2011/01/21,1159,2,D,,48,208,,,11000001000000000,0100,CS,23,0610,15507,,DRX3941,MO,BGR4342,AU,ECT7623,OU,SI,,,,
"POINT (-46.699097 -23.717753)",,D011101302,02483,15507,,,2011/01/25,0700,2,D,,48,280,C,,01010000000000000,0100,CS,23,0610,02483,15507,DZU5672,MO,CMW3095,CA,,,CO,,,,
"POINT (-46.699627 -23.709909)",,D011101303,15507,,940,,2011/01/27,1744,2,D,,48,325,,,02010000000000000,0300,CS,23,0611,15507,,DOU1966,MO,DRV5616,MO,HZF4994,CA,CF,,,,
"POINT (-46.689087 -23.713376)",,D011101304,21824,,,FTAO POSTO REPU,2011/01/24,1715,2,D,,48,438,,,11000000000000000,0100,CS,32,0611,21824,,DOE2360,MO,FSS0213,AU,,,CF,,,,
"POINT (-46.676509 -23.666266)",,D011101306,20048,,200,,2011/01/07,0730,2,D,,80,88,,,01000000000000000,0100,SA,29,0612,20048,,DZO0805,MO,,,,,SI,,,,
"POINT (-46.658408 -23.677497)",,D011101307,20048,,2476,,2011/01/12,1524,4,D,,80,116,,,01000000000000000,0200,SA,29,0612,20048,,DRY6244,MO,,,,,AT,,,,
"POINT (-46.669634 -23.670098)",,D011101309,20048,,1053,,2011/01/26,1730,2,D,,80,249,,,01000000000100000,0100,SA,29,0612,20048,,DUV8769,MO,DUJ7139,CM,,,CF,,,,
"POINT (-46.669102 -23.670663)",,D011101310,20048,,1141,,2011/01/27,0530,2,D,,80,262,,,01000000000100000,0100,SA,29,0612,20048,,EJQ4356,MO,DRA2665,CM,,,CF,,,,
"POINT (-46.668146 -23.671302)",,D011101311,20048,,1261,,2011/01/22,1320,2,D,,80,452,,,11000000000000000,0100,SA,29,0612,20048,,DYV9469,MO,DVD8538,AU,,,CO,,,,
"POINT (-46.660246 -23.675831)",,D011101312,20048,,2215,,2011/01/25,0053,2,D,,80,493,,,11000000000000000,0100,SA,29,0612,20048,,EGY8129,MO,DJL0337,AU,,,CO,,,,
